Ticker,RS,1 Week Ago,1 Month Ago,3 Months Ago,6 Months Ago,9 Months Ago,Rating (RS),Rating (1M),Rating (3M),Rating (6M),Rating (9M),Price,52W pos,MA10,MA30,Volume / VMA10
EOSE,108.03,102.66,57.07,12.08,-64.99,-61.98,98,97,87,8,8,3.34,0.69,2.78,1.72,0.8
LTBR,105.6,95.77,-28.96,-25.97,-44.44,-37.69,98,24,25,14,19,7.35,1.0,3.62,3.08,5.33
SGMO,105.48,27.62,38.44,-45.19,-44.08,-69.94,98,96,13,15,6,1.5,0.29,0.92,0.7,4.91
LASE,105.13,122.91,381.9,6.92,7.99,-63.47,98,99,82,83,8,5.86,0.38,7.01,3.76,0.33
APP,98.48,81.34,76.9,33.14,53.83,28.42,98,98,96,97,95,161.63,1.0,122.76,93.69,0.87
WULF,96.72,64.7,57.64,124.25,13.25,-19.69,98,97,99,88,34,6.38,1.0,4.69,3.82,2.23
SRRK,96.41,102.6,-33.16,-35.12,17.49,41.82,98,21,18,90,97,29.91,0.97,14.77,12.07,0.51
TKNO,95.37,112.4,62.1,-21.4,-32.12,-14.29,98,98,30,21,42,6.79,0.92,5.32,3.29,1.0
TECX,94.59,88.42,7.32,-12.84,-15.85,-7.2,98,80,43,38,60,38.74,1.0,26.5,19.22,0.91
JG,92.41,56.94,55.11,-22.58,-30.17,-51.92,98,97,29,23,11,7.46,0.33,5.89,3.95,1.34
QTTB,89.17,83.91,101.89,40.04,21.22,-48.99,98,99,96,92,12,50.59,1.0,45.96,32.89,1.16
TISI,88.78,114.98,58.59,6.23,-14.85,-22.84,98,98,81,39,30,19.4,0.86,17.18,11.28,1.51
CVNA,88.21,81.32,88.14,76.96,56.51,46.83,98,98,98,97,97,202.53,1.0,169.56,132.77,0.9
RKLB,88.09,83.26,37.87,-4.45,-33.71,-11.85,98,96,64,20,47,11.18,1.0,8.52,5.92,0.81
EWTX,86.37,92.85,73.49,54.16,41.98,46.68,98,98,97,96,97,34.98,0.98,25.97,20.61,0.5
BVS,84.67,83.52,89.3,37.33,10.06,46.81,98,98,96,85,97,13.21,1.0,11.42,7.84,0.58
LENZ,83.19,93.93,81.46,154.3,262.31,-1.84,98,98,99,99,72,27.02,0.96,24.35,20.73,1.28
RZLT,82.33,55.66,83.37,104.34,101.63,-46.19,98,98,99,98,14,5.78,1.0,4.9,4.18,1.82
GDS,82.19,83.48,79.78,11.16,-41.09,-61.24,98,98,86,16,9,21.49,0.77,19.41,12.62,0.6
CMPO,80.55,80.27,74.93,13.69,-3.36,-28.92,98,98,88,64,25,15.2,1.0,13.33,9.3,0.64
ESGL,79.21,99.41,113.68,-10.88,-85.37,-93.18,98,99,48,3,2,1.83,0.14,1.8,1.25,1.27
PSNL,78.51,87.36,153.91,126.13,-27.24,-33.64,98,99,99,25,21,4.71,0.75,5.29,3.12,0.42
TVTX,77.64,82.15,66.65,-1.91,-53.05,-46.54,98,98,68,11,14,17.53,0.69,13.92,9.64,0.51
KINS,77.61,80.52,102.09,40.64,68.79,33.54,98,99,96,98,96,9.78,0.96,9.32,6.6,0.4
MSTR,77.22,65.95,25.76,88.31,92.04,17.29,98,93,98,98,91,234.34,1.0,169.85,152.84,1.43
TIL,77.22,116.59,375.18,15.02,-1.27,-20.56,98,99,89,69,33,31.06,0.25,41.72,21.29,0.24
GATO,76.41,71.04,59.85,54.96,55.73,2.49,98,98,97,97,78,19.28,1.0,15.41,12.56,1.01
EUDA,74.69,57.72,49.17,115.08,26.71,1.66,98,97,99,93,77,4.7,0.44,4.0,3.26,1.04
AGX,74.4,79.41,45.44,28.48,28.33,-2.86,98,96,94,94,70,126.11,0.97,101.13,79.74,1.12
BGM,73.32,67.64,85.07,58.67,-0.93,-47.38,98,98,98,69,13,7.98,0.93,7.17,5.31,1.33
JVA,73.25,92.14,97.21,93.33,29.28,-29.23,98,98,98,94,24,3.19,0.89,2.82,2.15,0.74
POET,72.26,79.38,44.25,27.86,-63.9,-75.16,98,96,94,8,5,3.84,0.63,3.59,2.65,0.49
RCAT,71.8,102.7,127.38,72.66,14.1,-32.0,98,99,98,88,22,2.69,0.75,3.02,1.93,0.64
GGAL,71.55,63.31,67.47,17.49,55.47,8.99,98,98,90,97,86,53.89,1.0,44.82,35.91,0.94
LFVN,69.99,47.06,37.35,-9.31,6.65,4.05,98,96,53,81,80,14.09,1.0,11.04,8.32,1.96
AUR,69.47,68.64,47.05,31.01,-1.23,21.74,98,97,95,69,93,6.41,1.0,5.29,3.83,0.8
ETON,68.68,73.97,19.78,-22.23,-25.63,-3.96,98,91,29,26,68,8.11,0.96,6.16,4.4,0.58
CNVS,68.42,76.39,-35.86,-37.84,-48.55,-70.36,98,19,17,13,6,2.18,0.12,1.21,1.03,1.9
MYTE,67.75,64.86,-8.23,-3.88,0.12,-44.32,98,54,65,71,15,7.51,0.53,5.01,4.65,0.42
ATYR,67.19,54.71,-2.06,-11.64,-16.44,-26.98,98,66,46,37,26,3.25,1.0,2.15,1.89,2.05
EXK,67.09,48.97,22.1,53.85,-5.67,-47.39,98,92,97,58,13,5.38,1.0,3.95,3.65,1.61
OKLO,66.64,58.65,-25.79,-27.62,8.61,-8.11,98,27,23,84,57,19.11,1.0,9.98,9.87,3.77
DDL,66.53,46.22,32.53,-4.32,-48.99,-61.44,98,95,64,12,9,3.49,0.49,2.93,2.16,1.24
CAVA,65.11,66.17,77.27,30.83,25.28,8.77,98,98,95,93,85,136.09,1.0,125.89,96.33,0.51
VHI,65.03,76.75,54.39,-5.33,3.14,-21.42,98,97,62,76,32,34.4,0.91,31.85,22.45,0.78
SKE,64.05,62.35,55.85,19.04,-9.01,-28.27,97,97,91,49,25,9.97,1.0,8.64,6.45,0.88
RMTI,64.02,51.66,104.22,-9.9,-43.63,-48.89,97,99,51,15,13,3.75,0.62,3.51,2.38,0.45
RDW,63.99,64.04,39.5,67.16,8.45,-16.44,97,96,98,84,38,8.59,1.0,7.15,6.09,1.33
EBS,63.27,73.01,34.28,164.67,-57.03,-75.8,97,95,99,10,5,8.93,0.37,8.37,7.12,0.68
IONR,62.73,46.46,6.38,-27.26,-18.81,-59.52,97,79,24,34,9,8.15,0.36,5.61,4.93,5.66
FTAI,62.5,63.46,66.49,62.02,52.04,35.66,97,98,98,97,96,144.24,0.98,132.16,103.66,1.02
PLTR,61.14,55.39,45.96,26.62,9.7,9.91,97,97,94,85,86,44.86,1.0,37.46,28.85,0.61
PRM,60.78,64.8,70.22,31.95,20.63,-38.73,97,98,95,92,18,13.32,0.98,12.44,9.52,0.62
RGS,60.32,77.97,76.49,106.13,-66.79,-55.97,97,98,99,7,10,23.79,0.66,24.42,16.92,0.63
PPTA,59.99,69.4,60.49,37.76,51.82,-26.7,97,98,96,97,26,9.61,0.94,9.19,7.1,0.73
TLN,59.31,54.21,81.02,45.04,41.37,10.32,97,98,97,96,87,181.25,0.94,167.93,130.81,0.82
VST,58.66,69.45,56.71,29.76,64.03,24.2,97,97,95,98,94,124.03,0.88,107.49,91.09,0.59
INOD,58.41,47.63,17.18,60.61,-41.09,-11.87,97,89,98,16,47,20.3,1.0,16.73,14.23,0.85
QFIN,58.24,51.99,25.82,-0.38,2.02,-24.67,97,93,71,74,28,34.82,1.0,29.08,22.96,1.02
DCTH,58.07,68.24,45.42,52.27,-2.46,-24.7,97,96,97,66,28,10.68,0.93,9.54,7.87,1.38
VRNA,57.59,61.81,51.02,22.35,-19.25,-19.29,97,97,93,33,35,33.86,0.97,30.25,21.49,0.95
ECOR,57.4,11.09,-8.41,-12.5,-8.49,12.32,97,53,44,51,88,11.38,1.0,7.19,6.55,4.88
CHCI,57.29,69.67,35.32,8.79,45.91,-5.57,97,95,84,96,64,10.89,0.9,9.4,7.52,1.0
APLT,56.78,67.88,60.35,29.52,49.5,34.49,97,98,95,97,96,8.43,0.94,7.23,5.7,0.58
POWL,56.7,68.57,41.46,4.06,35.97,10.74,97,96,78,95,87,254.31,0.93,213.58,173.85,0.87
FLXS,56.6,19.85,29.08,19.37,50.65,31.8,97,94,91,97,95,57.0,1.0,43.7,38.13,2.88
SWIM,55.68,72.35,69.86,-10.22,-7.74,-31.77,97,98,50,53,22,6.52,0.87,6.51,4.59,1.0
UI,55.47,52.91,40.06,8.13,-32.38,-39.23,97,96,83,21,18,255.92,0.61,218.63,168.13,0.99
CLPT,55.29,60.86,60.34,3.29,-24.4,-5.35,97,98,77,27,65,13.04,0.95,12.22,8.35,1.03
NRIX,55.05,49.83,69.15,65.4,32.2,-19.56,97,98,98,95,34,26.27,1.0,24.32,19.88,1.01
AIRG,54.6,59.77,31.9,38.9,11.82,-39.34,97,94,96,87,18,9.23,0.97,8.21,6.7,0.89
HTCO,54.6,42.67,-41.57,-48.85,50.62,-46.58,97,16,12,97,14,1.09,0.08,0.55,0.68,5.17
BNTC,54.42,62.46,44.94,74.89,77.59,-28.05,97,96,98,98,25,10.99,0.95,9.68,8.6,1.41
PRQR,53.94,93.78,-18.25,-12.43,2.76,-5.89,97,35,44,75,63,3.46,0.75,2.3,2.04,1.14
GNSS,53.88,50.59,46.82,4.91,-20.73,-42.45,97,97,79,31,16,3.89,0.92,3.48,2.65,0.74
RNA,53.79,74.71,76.78,144.99,87.18,-23.8,97,98,99,98,29,45.11,0.88,44.6,37.81,0.53
ZETA,53.78,61.63,88.25,67.59,19.73,-2.27,97,98,98,91,71,26.76,0.8,27.98,20.75,1.08
ADMA,53.69,55.15,125.65,103.75,33.78,19.08,97,99,99,95,92,15.81,0.75,17.85,12.9,0.52
AENT,53.59,47.71,36.3,27.81,2.35,-53.44,97,95,94,75,11,3.31,0.27,2.34,2.41,0.39
MESO,52.84,78.95,38.97,66.11,17.34,-65.69,97,96,98,90,7,8.58,0.75,7.95,7.26,1.08
IONQ,52.36,18.87,-28.68,-44.2,-45.51,-8.96,97,25,14,14,54,16.96,0.85,9.75,8.54,2.73
HEPS,52.33,59.47,12.43,77.48,-15.71,9.93,97,86,98,38,87,3.37,0.95,2.68,2.34,2.5
CKPT,52.05,24.41,2.0,10.16,-41.02,-41.75,97,73,85,16,16,3.67,0.27,2.5,2.15,2.87
EAT,51.96,48.87,33.93,31.3,8.49,-5.39,97,95,95,84,64,94.89,1.0,78.91,67.49,0.83
TRUP,51.41,55.45,28.43,5.39,-22.23,-25.9,97,93,80,29,27,53.61,0.75,46.9,35.16,0.7
RAYA,51.08,9.1,-28.16,-17.09,-48.92,-51.4,97,25,36,12,12,1.37,0.31,0.85,0.82,2.46
CVKD,50.76,64.99,15.54,-41.0,-58.26,-20.36,97,88,15,9,33,15.79,0.18,11.77,8.43,1.63
BMA,50.72,39.39,56.44,34.26,69.04,16.32,97,97,96,98,91,79.41,1.0,67.76,60.01,0.94
IGMS,50.24,50.58,58.85,10.8,-27.17,-14.6,97,98,86,25,42,16.84,0.6,13.94,10.48,0.72
GCI,49.32,45.98,50.66,47.99,2.19,-12.93,97,97,97,75,45,5.59,0.98,5.23,4.31,0.62
OCUL,49.29,53.43,33.82,34.09,-5.34,-23.46,97,95,96,59,30,11.14,0.98,9.51,7.67,0.63
RKDA,49.04,24.13,-8.29,-13.26,-46.21,-56.61,97,54,42,14,10,4.7,0.22,3.14,2.83,4.18
LUNR,48.86,54.37,84.99,-17.77,-11.97,-70.25,97,98,35,44,6,7.99,0.15,7.08,5.38,0.56
REE,48.58,37.61,10.6,-29.96,-51.81,-45.05,97,85,22,11,14,8.27,0.33,5.73,4.6,0.17
SPRY,48.43,62.24,66.75,33.92,21.28,-14.07,97,98,96,92,43,14.77,0.9,13.92,11.02,0.87
SFM,48.34,44.58,43.46,31.07,33.72,19.54,97,96,95,95,92,119.32,1.0,108.06,88.95,1.11
SG,48.26,40.64,62.13,25.26,47.74,-10.58,97,98,94,97,50,37.48,0.99,34.96,30.54,0.74
AKA,47.99,62.78,69.54,35.01,40.15,-0.38,97,98,96,96,74,24.35,0.9,23.39,18.94,0.65
TPL,47.87,42.07,31.5,21.09,0.05,-19.5,96,94,92,71,34,1098.01,1.0,935.51,772.89,0.69
CIA,47.77,78.1,8.52,-15.11,-29.46,-14.14,96,82,39,23,42,4.83,0.75,3.84,3.02,1.64
ASPI,47.29,30.54,-5.99,1.89,75.34,58.81,96,58,75,98,98,4.88,0.89,3.07,3.3,2.85
AQST,47.03,35.85,50.53,9.81,65.26,34.72,96,97,85,98,96,5.49,0.89,4.82,3.8,1.28
NN,46.55,22.69,12.6,28.23,80.44,0.09,96,86,94,98,74,10.47,1.0,7.95,7.95,1.52
VBFC,46.47,46.11,9.51,-1.16,-10.8,-20.41,96,83,70,46,33,76.05,0.99,62.96,51.02,0.17
SE,46.45,46.45,36.42,19.06,1.22,-42.36,96,95,91,73,16,99.15,1.0,89.32,74.74,0.59
BBAR,46.32,26.56,40.5,15.48,43.38,-3.25,96,96,89,96,69,13.45,1.0,11.35,10.17,0.95
JANX,46.24,38.95,55.38,71.52,196.39,-31.71,96,97,98,99,22,53.41,0.81,47.86,46.0,1.36
AEYE,46.05,67.07,85.19,98.98,98.25,-14.21,96,98,99,98,42,22.75,0.81,23.39,20.7,1.51
CSLR,45.55,50.62,95.05,-13.95,-74.02,-44.89,96,98,41,5,14,2.26,0.41,2.3,1.56,0.76
PDYN,45.5,43.58,26.01,52.92,2.96,-72.6,96,93,97,76,5,2.24,0.15,1.92,1.82,0.34
CRDO,45.47,39.13,16.59,31.63,-8.41,27.6,96,89,95,51,95,39.18,1.0,33.22,27.65,0.75
UPST,45.46,52.85,20.02,-18.12,-34.93,4.18,96,91,35,19,80,50.58,0.72,42.96,31.32,0.75
BW,45.25,55.53,-19.69,-38.22,-74.8,-77.2,96,34,16,5,4,2.35,0.25,1.76,1.46,1.01
PRAX,45.14,50.03,37.52,45.16,67.27,48.18,96,96,97,98,97,71.54,0.97,61.14,52.85,0.62
IESC,44.99,60.62,42.53,34.28,44.13,30.26,96,96,96,96,95,207.99,0.9,193.3,162.18,0.77
USLM,44.94,44.65,42.47,34.55,24.15,5.3,96,96,96,93,82,104.35,1.0,91.8,77.63,0.86
LX,44.85,36.29,-17.88,-22.63,-29.26,-31.63,96,36,29,23,22,3.12,0.76,2.41,1.97,0.87
USGO,44.71,45.57,-20.38,-23.69,-39.0,-40.27,96,33,27,17,17,10.4,0.49,7.43,6.48,0.61
HYLN,44.66,54.5,37.1,58.92,-6.96,-45.86,96,95,98,54,14,2.4,0.59,2.21,1.84,0.94
OXBR,44.61,43.66,44.06,83.65,-24.28,-39.9,96,96,98,27,17,2.71,0.88,2.47,2.18,0.93
LWAY,44.5,45.16,26.26,-20.65,64.15,43.8,96,93,31,98,97,26.3,0.97,23.38,18.65,0.49
BFLY,44.42,39.83,50.06,-19.48,-52.38,-47.53,96,97,33,11,13,1.82,0.26,1.63,1.19,0.69
IAG,43.9,48.98,47.03,22.25,27.42,-19.14,96,97,93,94,35,5.77,0.96,5.28,4.4,1.32
YOU,43.85,46.14,41.43,-11.08,-22.62,-23.42,96,96,47,29,30,35.48,0.97,32.03,23.56,0.72
USAP,43.8,44.47,40.67,29.0,51.36,22.75,96,96,94,97,93,43.74,1.0,40.27,33.94,2.35
AVAH,43.77,54.88,77.97,40.31,14.44,33.67,96,98,96,89,96,5.01,0.87,5.26,3.75,0.53
FOA,43.74,16.91,14.85,-36.59,-54.36,-41.62,96,88,17,11,16,13.45,0.58,10.3,7.64,0.39
TPC,43.72,52.01,62.13,75.51,43.48,-3.24,96,98,98,96,69,25.97,0.92,25.23,21.64,1.75
VKTX,42.65,21.92,44.67,28.89,132.14,26.61,96,96,94,99,94,78.03,0.91,65.63,62.93,1.99
CRS,42.58,45.7,56.15,39.66,15.4,4.66,96,97,96,89,81,155.47,0.95,151.57,122.65,1.84
INSM,42.39,50.3,64.16,112.25,-7.98,12.55,96,98,99,52,89,70.96,0.87,74.0,59.08,0.54
SN,42.13,42.15,49.34,17.57,23.5,4.4,96,97,91,93,81,109.32,1.0,103.07,83.45,0.76
UAL,42.05,41.14,3.65,-6.62,4.67,-24.35,96,75,59,79,29,74.64,1.0,56.36,50.9,0.87
CMMB,41.87,54.1,76.09,21.05,-35.35,-61.96,96,98,92,19,8,1.44,0.35,1.6,1.16,0.56
CORT,41.85,48.58,32.62,8.43,-18.34,-13.98,96,95,84,34,43,47.28,0.92,41.67,33.59,1.23
SUPV,41.72,28.11,46.72,26.29,54.4,33.87,96,97,94,97,96,8.83,1.0,7.77,6.92,0.82
WLDN,41.69,44.45,35.24,20.18,20.03,-11.83,96,95,92,91,47,45.34,0.98,41.05,34.59,0.77
TZOO,41.46,16.54,38.56,-8.64,-0.53,4.72,96,96,54,70,81,15.41,1.0,12.95,10.16,1.98
AEI,41.24,25.52,3.04,-4.34,-56.62,-12.65,96,74,64,10,45,1.69,0.29,1.37,1.07,1.1
CLS,40.85,17.99,5.93,38.97,44.96,45.99,96,79,96,96,97,69.38,1.0,53.49,52.3,1.87
DUO,40.8,48.33,-45.33,-52.65,-90.82,-93.15,96,14,11,2,2,1.08,0.03,0.94,0.7,0.16
ELDN,40.67,23.18,15.92,33.6,6.7,-17.33,96,89,96,82,37,3.39,1.0,2.77,2.61,2.1
COHR,40.57,44.92,40.75,30.28,5.41,5.91,96,96,95,80,83,95.84,0.89,87.47,71.72,0.83
HOOD,40.29,39.78,28.09,46.57,34.01,-5.03,96,93,97,95,65,27.06,1.0,23.19,21.11,0.82
NVDA,40.09,37.48,25.7,49.68,35.59,38.6,96,93,97,95,96,141.54,1.0,124.73,113.34,0.79
APLD,39.69,41.34,7.86,-4.08,-61.04,-19.05,96,81,64,9,35,8.04,0.83,6.4,5.02,0.79
CLBT,39.01,38.48,43.1,17.81,19.63,11.45,96,96,91,91,88,18.29,1.0,17.41,13.74,0.8
BWIN,38.81,51.54,45.38,33.13,5.45,-4.98,96,96,96,80,66,50.24,0.88,49.26,39.35,1.14
HIMS,38.71,42.4,13.84,55.71,21.26,-12.28,96,87,97,92,46,21.73,0.9,17.6,17.43,0.83
SMTC,38.29,34.13,49.85,10.05,27.12,-20.24,96,97,85,93,33,45.47,0.97,42.92,36.93,0.54
GDEV,38.17,25.13,-7.46,-22.48,-48.78,-57.75,95,55,29,12,10,38.1,0.29,28.6,25.65,1.87
ZIM,37.99,38.9,30.54,17.75,-20.72,-20.9,95,94,91,31,32,22.8,0.79,20.16,18.28,0.87
KOSS,37.82,53.45,42.24,117.9,-33.79,-30.65,95,96,99,20,23,7.26,0.45,7.57,6.21,0.52
ALLT,37.6,36.74,23.39,31.45,-12.9,-40.68,95,92,95,43,17,3.46,0.68,3.16,2.67,0.52
PTGX,37.47,37.42,50.66,31.05,4.44,8.1,95,97,95,78,85,47.26,1.0,44.87,36.54,0.59
LEE,37.28,18.83,-26.66,-20.03,5.74,-26.94,95,26,32,80,26,16.51,0.67,10.7,11.25,1.89
PHUN,37.06,-13.67,-63.21,-52.43,-60.5,-50.44,95,8,11,9,12,10.6,0.11,4.55,5.36,6.73
PLSE,37.03,35.62,54.78,69.15,-8.89,24.58,95,97,98,50,94,17.62,0.8,17.89,13.78,0.78
ORGN,36.84,34.75,77.06,-23.05,-67.01,-82.39,95,98,28,7,4,1.44,0.17,1.53,1.13,0.48
IPX,36.76,46.46,33.2,15.1,33.41,33.44,95,95,89,95,96,21.75,0.85,20.47,16.47,0.92
XYF,36.51,34.69,5.01,-4.5,-13.63,-6.65,95,77,64,41,61,6.7,0.89,5.72,4.65,0.3
SGRP,36.51,33.49,44.55,40.3,46.33,-18.84,95,96,96,96,35,2.46,0.98,2.24,2.1,0.39
HITI,36.5,22.51,-1.46,-8.16,33.67,16.39,95,67,56,95,91,3.02,1.0,2.27,2.21,2.14
CLMB,36.48,43.94,43.51,6.01,18.69,0.97,95,96,81,91,76,101.69,0.93,97.58,74.84,0.77
PAHC,36.26,39.92,37.03,21.55,-4.5,-27.41,95,95,92,62,26,23.43,0.96,22.0,18.51,0.64
PNTG,36.17,42.2,59.39,46.57,36.92,11.55,95,98,97,95,88,33.53,0.92,34.08,27.51,0.84
RYAM,36.15,37.01,51.18,25.9,0.59,-17.58,95,97,94,72,37,7.96,0.76,8.09,6.29,1.16
PCVX,35.82,39.06,49.41,17.47,1.07,11.43,95,97,90,73,88,112.94,0.96,107.02,83.83,0.54
GAIA,35.65,27.52,30.15,34.98,33.25,-3.9,95,94,96,95,68,5.74,1.0,5.01,4.56,1.27
ONFO,35.53,25.48,31.19,20.33,-49.83,-55.28,95,94,92,12,10,1.13,0.46,1.03,0.92,0.84
ELVN,35.41,36.63,16.5,17.08,-1.46,-18.75,95,89,90,68,35,28.81,0.99,24.92,23.07,0.75
CNTA,35.4,40.46,57.14,0.21,32.74,26.76,95,97,72,95,94,15.5,0.89,15.35,11.63,0.38
AXGN,35.36,34.67,58.12,15.19,-19.97,2.81,95,97,89,32,78,13.31,0.87,13.52,9.6,0.92
STEP,35.21,35.23,32.78,26.62,11.53,10.27,95,95,94,86,87,60.84,1.0,56.85,47.43,0.62
COGT,34.94,32.96,24.44,-7.84,-32.72,-61.19,95,92,57,21,9,11.97,0.7,11.01,9.07,1.15
ZLAB,34.89,13.38,-9.4,-27.05,-49.42,-30.35,95,51,24,12,23,32.37,0.55,23.54,19.52,2.26
DSGN,34.88,39.11,57.06,11.56,-12.44,-56.45,95,97,87,44,10,5.44,0.24,5.21,4.43,0.28
LC,34.7,25.99,18.2,19.01,-5.12,-7.54,95,90,91,60,59,13.59,1.0,11.88,10.05,2.25
CNX,34.55,29.71,21.3,1.88,9.44,-5.38,95,91,75,85,65,36.57,1.0,31.53,27.04,1.34
ATER,34.46,47.87,90.44,141.09,210.76,-54.96,95,98,99,99,11,2.68,0.75,3.03,2.77,0.68
VNO,34.36,34.98,27.75,0.54,7.29,19.94,95,93,73,82,92,43.17,0.99,38.21,30.61,0.75
TPG,34.3,32.53,24.85,10.33,14.91,15.63,95,92,85,89,90,67.33,1.0,57.72,48.38,1.38
CANG,34.3,7.44,1.11,29.89,7.17,-17.16,95,71,95,82,37,2.22,0.78,1.78,1.7,1.92
ILAG,34.28,31.42,29.73,2.78,-50.09,-58.48,95,94,76,12,10,1.04,0.26,1.08,0.72,0.1
VRT,34.23,34.91,23.24,25.31,63.62,67.9,95,92,94,98,98,112.17,1.0,95.35,90.04,1.44
CEG,34.17,37.22,39.79,14.36,43.15,5.09,95,96,88,96,82,264.41,0.9,235.91,211.83,0.74
IRM,33.99,31.9,28.65,21.7,8.33,2.16,95,94,92,84,78,127.7,1.0,117.73,98.07,1.08
SATS,33.93,34.84,45.44,8.45,-13.57,-17.62,95,96,84,41,37,25.13,0.84,23.76,19.56,0.68
LUMO,33.83,20.45,17.61,-56.33,-25.83,-22.5,95,89,9,26,30,4.4,0.38,3.89,2.89,3.22
ICUI,33.77,37.25,40.02,-2.32,-31.7,-42.65,95,96,68,22,16,175.56,0.79,173.58,134.59,0.61
QTWO,33.57,32.32,41.49,32.14,26.79,22.36,95,96,95,93,93,83.36,1.0,78.3,66.86,0.97
GVP,33.36,26.36,25.99,-0.32,-23.76,-75.6,95,93,71,28,5,4.6,0.37,4.14,3.64,1.48
CDE,33.31,39.54,48.94,57.4,41.29,-22.38,95,97,98,96,31,6.8,0.91,6.59,5.9,1.22
BWAY,33.29,39.54,20.83,10.85,8.53,78.91,95,91,86,84,98,9.65,0.95,8.62,6.92,0.61
