Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
WLGS,Industrials,Engineering & Construction,226.86,226.86,191.47,127.17,136.73,174.48,98,89,88,93,2.4,0.71,1.27,0.77,0.2
TKLF,Consumer Cyclical,Specialty Retail,225.63,268.56,293.07,276.28,108.58,84.06,98,98,66,5,0.5,0.29,0.58,0.4,2.16
IMNN,Healthcare,Biotechnology,224.67,225.14,226.9,215.18,220.66,137.4,98,97,96,87,0.97,0.17,1.07,1.1,0.16
XCUR,Healthcare,Biotechnology,220.36,221.09,216.39,139.04,108.41,121.47,98,92,65,77,2.57,0.39,2.46,2.57,0.01
ELWS,Technology,Software—Application,219.82,219.82,214.21,184.18,362.91,310.05,98,96,98,98,2.14,0.12,2.48,2.61,0.02
SGMO,Healthcare,Biotechnology,217.2,217.2,206.15,162.01,172.8,191.26,98,95,93,95,1.21,0.84,0.86,0.69,13.2
WHLR,Real Estate,REIT—Retail,216.05,216.05,160.45,59.5,68.22,67.5,98,2,2,2,12.06,0.0,11.7,200.71,0.25
GSIW,Financial Services,Capital Markets,215.75,215.75,193.96,111.19,109.24,125.5,98,74,67,81,1.34,0.02,4.57,7.71,0.08
PSNYW,Consumer Cyclical,Auto Manufacturers,215.55,215.55,208.98,151.1,97.37,87.06,98,94,35,7,0.24,0.48,0.24,0.18,0.02
SOND,Consumer Cyclical,Lodging,215.24,215.24,207.7,188.94,155.78,122.29,98,97,91,78,3.51,0.27,5.04,3.98,0.04
GEVO,Basic Materials,Specialty Chemicals,215.18,215.18,183.64,119.3,84.35,102.23,98,84,7,41,3.01,0.9,1.37,0.88,1.71
ATER,Consumer Cyclical,"Furnishings, Fixtures & Appliances",215.11,246.11,415.13,11288.7,486863.85,11739.5,98,99,99,99,2.95,0.82,3.03,2.14,0.18
SQNS,Technology,Semiconductors,210.8,210.8,201.56,152.92,83.31,93.09,98,94,6,19,2.39,0.23,2.36,2.54,0.02
SEZL,Financial Services,Credit Services,208.07,208.07,200.69,200.28,384.29,417.6,98,97,98,98,192.17,0.85,154.16,87.15,1.24
ICLK,Communication Services,Advertising Agencies,207.05,210.25,208.26,171.23,108.95,182.67,98,96,66,94,3.24,0.74,3.12,2.81,0.51
BBLG,Healthcare,Medical Devices,206.44,206.44,187.33,112.38,72.43,104.97,98,76,3,48,1.81,0.19,1.65,2.05,0.11
CSLR,Technology,Solar,205.77,213.3,237.62,433.93,399.57,123.08,98,98,98,79,2.46,0.78,2.22,1.39,1.42
INSG,Technology,Communication Equipment,205.76,206.52,239.6,328.83,326.51,127.87,98,98,98,82,19.52,0.99,16.12,8.16,0.35
SAVA,Healthcare,Biotechnology,205.03,205.03,191.87,142.83,96.42,164.22,98,93,32,92,28.43,0.74,28.29,22.75,0.45
AGMH,Technology,Computer Hardware,204.27,204.27,183.1,106.99,97.2,109.03,98,65,35,58,1.84,0.84,1.46,1.32,0.55
SNGX,Healthcare,Biotechnology,204.13,240.12,331.07,244.75,107.58,216.01,98,98,64,96,3.75,0.13,3.83,6.63,0.69
ILAG,Industrials,Building Products & Equipment,202.72,216.03,219.65,193.18,113.95,88.32,98,97,74,8,0.98,0.7,1.03,0.66,0.18
MGOL,Communication Services,Advertising Agencies,201.58,221.05,424.56,2075.25,1079.87,92.69,98,99,99,17,2.67,0.05,3.1,3.91,0.47
WAVE,Utilities,Utilities—Renewable,201.58,201.58,180.72,310.79,528.77,143.46,98,98,98,88,7.97,0.73,4.79,2.99,0.92
KAVL,Consumer Defensive,Tobacco,199.49,212.94,290.5,494.03,518.36,92.2,98,98,98,12,0.93,0.05,0.83,2.05,0.03
PIRS,Healthcare,Biotechnology,199.37,203.55,195.29,156.49,88.97,88.46,98,95,12,8,16.42,0.63,16.92,13.5,1.25
EVGO,Consumer Cyclical,Specialty Retail,199.15,199.15,190.3,176.33,108.77,121.17,98,96,66,77,8.26,0.97,5.05,3.16,0.55
KOSS,Technology,Consumer Electronics,197.44,226.79,342.57,376.44,271.82,108.09,98,98,97,56,7.61,0.48,7.59,5.13,0.34
BGM,Healthcare,Drug Manufacturers—Specialty & Generic,195.48,207.75,222.61,209.09,159.7,137.34,98,97,92,87,7.7,0.9,7.0,4.52,0.62
CAPR,Healthcare,Biotechnology,192.59,192.59,161.13,93.52,138.14,136.41,98,23,88,86,20.14,0.92,9.69,6.21,0.44
RVNC,Healthcare,Biotechnology,191.16,195.26,198.23,171.89,71.42,87.15,98,96,3,7,5.29,0.42,5.94,4.72,0.12
WLFC,Industrials,Rental & Leasing Services,190.84,190.84,183.24,158.91,123.99,106.38,98,95,82,51,189.21,0.92,132.49,77.33,0.98
TISI,Industrials,Specialty Business Services,190.43,190.43,184.92,156.27,123.0,97.05,97,95,81,28,20.3,0.75,16.26,9.7,1.61
SWIM,Industrials,Building Products & Equipment,190.2,190.2,183.72,148.38,132.49,125.92,97,94,86,81,6.77,0.92,6.38,4.02,0.99
APDN,Healthcare,Diagnostics & Research,189.46,189.46,179.78,119.96,67.56,87.85,97,84,2,7,0.34,0.0,1.06,4.64,0.69
QTTB,Healthcare,Biotechnology,189.19,195.24,196.47,171.6,178.85,141.17,97,96,94,88,46.7,0.92,43.81,26.98,1.09
CDNA,Healthcare,Diagnostics & Research,188.35,199.83,203.51,200.03,153.72,170.36,97,97,91,93,23.14,0.63,29.4,16.87,0.73
INM,Healthcare,Biotechnology,185.96,185.96,176.14,153.99,86.6,87.95,97,94,9,8,0.32,0.23,0.26,0.29,0.36
WGS,Healthcare,Health Information Services,184.69,185.74,196.79,370.8,427.16,327.93,97,98,98,98,57.79,0.95,41.86,22.93,0.5
KINS,Financial Services,Insurance—Property & Casualty,184.6,186.58,184.77,174.13,154.91,154.88,97,96,91,91,9.89,0.8,9.33,5.6,0.45
AVAH,Healthcare,Medical Care Facilities,182.89,189.93,195.79,186.39,112.73,177.64,97,97,73,94,5.3,0.9,5.2,3.31,0.45
EBS,Healthcare,Drug Manufacturers—Specialty & Generic,182.64,198.8,250.21,410.88,338.75,120.16,97,98,98,76,9.23,0.58,8.39,5.63,0.74
GDS,Technology,Information Technology Services,182.45,182.45,180.01,165.77,135.58,81.19,97,95,87,4,22.44,0.97,18.34,10.7,1.24
JG,Technology,Software—Infrastructure,181.52,181.52,170.4,119.68,125.08,148.11,97,84,83,90,6.59,0.63,5.28,3.65,1.41
ESGL,Industrials,Waste Management,181.29,181.69,182.1,218.19,214.91,124.97,97,97,96,80,1.99,0.88,1.74,1.0,1.34
RCON,Energy,Oil & Gas Equipment & Services,180.24,180.24,170.35,135.93,62.77,89.71,97,91,2,9,3.38,0.5,2.87,2.42,0.25
TCS,Consumer Cyclical,Specialty Retail,178.96,178.96,163.49,133.46,66.43,94.85,97,91,2,23,12.0,0.15,11.86,14.29,1.37
CLPT,Healthcare,Medical Devices,178.31,178.46,179.14,165.83,99.76,120.73,97,95,43,76,12.79,0.93,11.8,7.84,0.94
AZ,Technology,Software—Application,176.56,176.56,173.38,154.93,78.5,79.93,97,94,5,4,4.21,0.86,2.12,1.87,3.17
UXIN,Consumer Cyclical,Auto & Truck Dealerships,175.18,175.18,145.95,94.37,93.19,58.53,97,25,18,2,5.5,0.34,3.19,2.5,0.05
RMTI,Healthcare,Drug Manufacturers—Specialty & Generic,174.79,174.79,172.87,154.8,113.58,93.95,97,94,74,22,3.46,0.7,3.42,2.08,0.18
ATNF,Healthcare,Biotechnology,174.71,174.71,140.46,135.4,84.29,72.99,97,91,7,3,4.69,0.46,2.1,2.46,0.29
YIBO,Technology,Computer Hardware,173.71,173.71,164.58,130.66,91.98,92.23,97,90,16,14,2.98,0.41,2.73,2.46,0.03
APPS,Technology,Software - Application,172.53,172.63,171.68,149.25,67.72,107.73,97,94,2,55,3.29,0.33,3.17,2.89,0.36
CMPO,Industrials,Metal Fabrication,172.07,172.07,169.59,151.93,122.9,105.82,97,94,81,50,15.35,0.99,12.91,8.06,0.54
POET,Technology,Semiconductors,171.83,177.66,195.81,220.71,218.19,111.25,97,97,96,63,3.89,0.78,3.54,2.26,0.48
BVS,Healthcare,Medical Devices,171.52,171.52,170.51,153.31,121.76,129.62,97,94,81,83,12.97,1.0,10.8,6.85,0.31
WINT,Healthcare,Biotechnology,171.02,187.51,245.93,237.55,61.39,66.04,97,97,2,2,0.9,0.01,4.45,5.59,1.98
JCSE,Industrials,Specialty Industrial Machinery,170.5,172.7,172.7,181.5,136.91,90.82,97,96,88,10,1.51,0.55,1.26,0.95,11.35
KXIN,Consumer Cyclical,Auto & Truck Dealerships,168.55,168.55,135.02,92.25,81.05,119.03,97,21,5,75,0.16,0.03,0.13,0.2,0.1
VHI,Basic Materials,Chemicals,168.07,168.07,161.12,134.74,119.58,106.6,97,91,79,52,37.26,1.0,30.18,19.71,1.02
AUR,Technology,Information Technology Services,167.34,170.29,174.14,154.45,107.16,153.36,97,94,63,91,5.99,0.91,4.93,3.47,0.5
CCM,Healthcare,Medical Care Facilities,167.03,178.0,289.17,469.72,339.69,90.48,97,98,98,9,8.0,0.24,6.67,7.0,0.15
TSE,Basic Materials,Specialty Chemicals,166.93,166.93,158.75,106.91,70.9,107.36,97,65,3,54,5.53,0.52,4.69,4.0,0.5
LPSN,Technology,Software—Application,166.78,179.16,184.06,169.26,68.15,115.92,97,96,2,70,1.23,0.23,1.2,1.28,0.7
VRNA,Healthcare,Biotechnology,166.55,169.29,172.57,164.87,96.85,122.36,97,95,34,78,34.87,1.0,29.52,19.97,1.02
VIOT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",166.15,167.42,168.15,155.77,123.38,93.29,97,95,82,20,1.39,0.64,1.48,0.95,0.55
IGMS,Healthcare,Biotechnology,165.84,167.05,168.43,136.55,139.64,217.52,97,92,88,96,17.45,0.98,13.2,10.76,1.57
MNTS,Industrials,Aerospace & Defense,165.59,165.59,148.29,134.91,113.21,54.24,97,91,73,1,0.61,0.06,0.62,0.62,0.04
ORGN,Basic Materials,Chemicals,165.16,165.19,165.69,167.44,172.26,78.95,97,95,93,4,1.4,0.66,1.47,0.94,0.22
VOXX,Technology,Consumer Electronics,164.16,164.16,143.68,91.06,79.41,102.62,97,19,5,42,7.89,0.61,5.62,5.9,0.02
LUMO,Healthcare,Biotechnology,164.16,164.16,150.21,116.18,89.51,85.65,97,81,12,6,3.95,0.96,3.66,2.84,0.52
RTC,Technology,Software—Application,164.05,174.14,186.11,173.66,142.56,131.48,97,96,89,84,7.54,0.14,7.74,6.77,0.38
UPST,Financial Services,Credit Services,163.93,163.93,157.31,140.18,94.68,135.35,97,92,24,86,51.96,0.93,41.19,30.29,0.62
LWAY,Consumer Defensive,Packaged Foods,163.69,163.69,154.2,114.63,153.0,114.84,97,79,91,69,26.48,0.95,22.71,16.82,0.17
ADMA,Healthcare,Biotechnology,163.53,172.32,178.92,179.8,168.61,134.29,97,96,93,85,15.67,0.71,18.04,10.63,0.48
AXGN,Healthcare,Medical Devices,163.52,166.44,166.99,155.96,117.54,182.39,97,95,77,94,13.28,0.87,13.35,9.38,1.24
RKLB,Industrials,Aerospace & Defense,162.9,162.9,155.58,134.78,108.38,110.11,97,91,65,61,11.16,0.99,7.91,5.36,0.65
CURI,Communication Services,Broadcasting,162.85,162.85,153.67,156.14,221.83,139.1,97,95,96,87,2.33,0.87,1.76,1.12,0.76
CNFR,Financial Services,Insurance—Property & Casualty,162.28,162.28,156.86,130.29,94.13,118.85,97,90,20,74,1.07,0.35,1.03,1.04,0.0
CORZ,Technology,Software—Infrastructure,162.05,168.83,202.2,259.9,219.92,95.32,97,98,96,24,13.72,1.0,11.29,7.12,2.23
AKA,Consumer Cyclical,Apparel Retail,161.38,161.38,157.29,169.98,172.96,121.94,97,96,93,78,25.37,0.79,23.43,16.19,0.48
APLD,Technology,Information Technology Services,161.35,161.35,153.2,144.19,135.11,112.87,97,93,87,66,9.13,1.0,6.13,4.94,1.03
AREB,Consumer Cyclical,Footwear & Accessories,161.23,185.82,275.61,295.64,209.35,106.98,97,98,96,53,2.87,0.13,4.15,3.56,0.59
CMMB,Healthcare,Biotechnology,160.83,165.97,177.37,177.42,144.92,117.83,97,96,90,73,1.58,0.56,1.58,1.02,0.61
JVA,Consumer Defensive,Packaged Foods,160.12,163.74,166.45,163.97,145.6,144.19,97,95,90,89,3.46,0.98,2.75,1.85,1.16
RR,Industrials,Specialty Industrial Machinery,160.05,160.77,160.44,150.58,73.0,111.06,97,94,3,63,0.67,0.03,0.92,1.74,0.39
LUNR,Industrials,Aerospace & Defense,159.35,159.35,149.86,108.9,239.3,231.89,96,70,97,97,8.58,0.73,6.49,5.18,0.74
LENZ,Healthcare,Biotechnology,158.7,166.93,201.17,674.23,3469.22,851.49,96,99,99,99,24.67,0.87,23.32,15.86,1.3
TVTX,Healthcare,Biotechnology,158.65,158.65,154.52,141.23,104.15,120.5,96,93,56,76,17.97,0.98,13.06,9.17,0.4
FOA,Financial Services,Credit Services,158.52,159.12,159.02,133.84,83.18,99.06,96,91,6,32,11.9,0.9,9.7,7.79,0.43
RDFN,Real Estate,Real Estate Services,157.97,159.93,162.44,143.51,100.51,151.53,96,93,46,90,10.49,0.6,10.88,7.91,0.58
APLT,Healthcare,Biotechnology,157.95,157.95,151.94,124.71,219.17,220.26,96,87,96,96,8.72,0.94,7.01,5.36,0.63
ZETA,Technology,Software—Infrastructure,157.76,162.21,162.65,154.81,146.08,114.93,96,94,90,69,26.4,0.74,27.63,17.45,0.88
CVKD,Healthcare,Biotechnology,157.27,157.27,143.64,110.92,113.13,169.3,96,73,73,93,14.43,0.4,10.62,9.52,1.46
HRTG,Financial Services,Insurance—Property & Casualty,157.21,158.96,159.03,142.31,136.48,120.87,96,93,87,77,10.04,0.41,13.76,9.37,0.67
CRMD,Healthcare,Biotechnology,157.02,157.02,146.15,113.33,144.2,114.22,96,77,89,68,12.04,1.0,7.42,5.11,1.68
TROO,Technology,Software—Application,156.86,181.69,258.02,270.56,132.28,72.35,96,98,86,3,2.37,0.37,3.46,2.35,0.13
LBPH,Healthcare,Biotechnology,156.68,156.68,175.35,176.9,499.51,1390.87,96,96,98,99,59.4,1.0,37.75,27.06,0.98
BFLY,Healthcare,Medical Devices,156.08,156.08,155.01,135.38,105.02,114.18,96,91,58,68,1.73,0.8,1.54,1.14,0.62
ITI,Technology,Communication Equipment,155.93,155.93,154.59,137.78,97.72,106.38,96,92,36,51,7.19,1.0,7.11,5.32,0.66
ETON,Healthcare,Drug Manufacturers—Specialty & Generic,154.09,154.09,143.68,113.1,87.77,107.65,96,77,10,55,8.38,0.99,5.76,4.31,0.6
PLCE,Consumer Cyclical,Apparel Manufacturing,153.78,153.78,143.77,92.36,84.03,96.39,96,21,7,27,11.1,0.26,10.77,12.2,0.13
YOU,Technology,Software—Application,153.44,153.44,149.74,137.02,91.08,107.37,96,92,14,54,36.5,0.96,31.3,22.31,0.68
FWRD,Industrials,Integrated Freight & Logistics,153.25,153.48,153.34,137.1,65.79,79.42,96,92,2,4,37.5,0.41,34.18,30.04,0.71
LFVN,Consumer Defensive,Packaged Foods,152.86,152.86,147.65,118.22,104.43,95.75,96,83,57,25,12.43,0.91,10.27,7.55,0.83
OMIC,Healthcare,Medical Instruments & Supplies,152.77,152.77,137.41,82.91,114.26,128.38,96,10,74,82,14.14,0.67,11.33,12.08,0.17
SHIM,Industrials,Engineering & Construction,152.74,170.82,174.65,152.46,75.46,93.93,96,94,4,22,2.2,0.12,2.71,3.77,0.28
AQST,Healthcare,Drug Manufacturers—Specialty & Generic,152.45,152.64,151.73,127.08,181.08,184.34,96,89,94,94,5.1,0.79,4.67,3.66,0.57
SKE,Basic Materials,Other Industrial Metals & Mining,152.04,152.04,158.57,153.72,117.07,103.41,96,94,77,44,10.13,1.0,8.38,5.72,0.76
PEV,Consumer Cyclical,Auto Manufacturers,151.94,151.94,125.89,83.78,73.73,124.45,96,10,3,80,0.61,0.24,0.53,0.72,0.04
SDST,Industrials,Electrical Equipment & Parts,151.41,176.45,185.35,170.07,105.25,93.2,96,96,59,20,7.39,0.03,9.12,10.89,0.64
XGN,Healthcare,Diagnostics & Research,151.07,151.57,153.32,145.34,107.6,116.45,96,93,64,71,2.83,0.71,2.95,2.14,0.11
EVRI,Consumer Cyclical,Gambling,150.5,150.57,149.46,142.55,83.73,91.03,96,93,7,10,13.33,1.0,13.11,10.34,0.28
AP,Industrials,Metal Fabrication,150.06,156.51,164.81,126.4,85.54,94.57,96,88,8,23,1.83,0.51,1.91,1.92,0.26
CNTA,Healthcare,Biotechnology,150.02,150.1,147.97,131.26,140.79,141.28,96,90,89,88,15.46,0.85,14.83,10.93,0.35
DDL,Consumer Defensive,Grocery Stores,149.98,149.98,146.8,144.58,143.35,84.13,96,93,89,5,3.3,0.77,2.75,1.86,1.02
ISPO,Consumer Cyclical,Travel Services,149.97,149.97,146.12,132.96,96.21,95.8,96,90,31,25,3.96,0.17,4.1,4.06,0.12
PCT,Industrials,Pollution & Treatment Controls,149.45,149.45,144.67,121.52,153.36,152.66,96,85,91,91,11.19,1.0,7.87,5.98,0.73
PPTA,Basic Materials,Other Precious Metals & Mining,149.04,149.04,147.9,136.74,170.93,123.17,96,92,93,79,10.69,1.0,8.92,5.95,0.63
VNET,Technology,Information Technology Services,148.61,148.61,144.07,121.15,115.91,90.56,96,85,76,10,3.44,0.7,3.06,2.19,0.69
FTCI,Technology,Solar,148.6,148.6,135.24,93.44,98.39,84.16,96,23,39,5,0.63,0.41,0.41,0.46,0.13
PLSE,Healthcare,Medical Instruments & Supplies,148.27,157.22,181.64,196.11,148.9,194.89,96,97,90,95,17.63,0.77,17.89,12.36,0.45
OPT,Healthcare,Biotechnology,148.13,148.13,137.64,95.36,134.79,148.28,96,31,87,90,4.46,0.81,3.68,3.11,1.35
CTOR,Healthcare,Drug Manufacturers—Specialty & Generic,148.0,151.36,167.7,166.4,96.7,92.64,96,95,33,17,1.31,0.01,1.59,9.62,0.62
TRUP,Financial Services,Insurance—Specialty,147.58,147.58,145.88,144.35,114.77,117.98,96,93,75,73,52.6,0.92,45.37,32.59,0.52
PSNY,Consumer Cyclical,Auto Manufacturers,147.52,147.52,144.02,113.49,77.04,92.24,96,77,4,15,1.32,0.37,1.36,1.32,0.42
IMRX,Healthcare,Biotechnology,147.5,147.5,135.67,86.86,63.63,118.59,96,13,2,74,2.2,0.16,1.87,2.74,0.05
EUDA,Healthcare,Health Information Services,147.42,154.17,186.59,205.89,188.22,193.1,96,97,95,95,4.4,0.88,4.05,2.72,0.98
NOVA,Technology,Solar,147.37,163.86,187.29,186.15,105.23,133.32,96,97,59,85,5.21,0.13,9.26,7.33,1.03
CYH,Healthcare,Medical Care Facilities,147.12,148.43,149.72,138.82,112.2,127.58,96,92,72,82,5.49,0.82,5.53,4.04,1.47
PRM,Basic Materials,Specialty Chemicals,146.99,147.33,146.96,137.59,147.69,146.13,96,92,90,89,13.3,0.98,12.1,8.27,0.63
SDIG,Financial Services,Capital Markets,146.91,146.91,145.7,139.42,109.02,134.35,96,92,67,85,4.97,0.3,4.41,4.09,0.12
HBB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",146.59,146.59,145.1,126.15,123.06,126.76,96,88,81,82,30.53,0.96,28.96,22.19,1.07
TWKS,Technology,Information Technology Services,146.36,147.52,147.77,135.87,95.32,110.1,96,91,27,61,4.44,0.76,4.39,3.51,2.4
CLMB,Technology,Electronics & Computer Distribution,146.04,146.04,144.08,132.46,118.33,118.17,96,90,78,74,105.99,0.97,95.39,70.28,0.6
ZVRA,Healthcare,Biotechnology,146.0,147.22,148.88,140.58,100.39,123.42,96,93,45,79,8.34,0.95,7.59,6.05,0.34
GNSS,Technology,Scientific & Technical Instruments,145.7,146.4,147.8,144.23,119.66,109.89,96,93,79,60,3.79,0.91,3.33,2.38,0.69
AXDX,Healthcare,Medical Devices,145.62,145.62,143.78,137.2,102.45,62.48,96,92,52,2,1.86,0.2,1.74,1.35,0.86
