Ticker,Sector,Industry,RS,1wk:end max,1mo:1wk max,3mo:1mo max,6mo:3mo max,9mo:6mo max,Rating (RS),Rating (3M:1M),Rating (6M:3M),Rating (9M:6M),Price,52W pos,MA50,MA200,Volume / VMA50
CVNA,Consumer Cyclical,Auto & Truck Dealerships,248.89,250.08,232.89,261.88,526.22,415.86,98,98,99,98,191.57,1.0,155.86,104.65,0.61
RNA,Healthcare,Biotechnology,246.04,303.45,305.25,399.02,311.25,245.85,98,99,98,96,44.22,0.9,43.73,29.74,0.52
ADMA,Healthcare,Biotechnology,244.25,304.82,303.96,289.22,226.17,147.39,98,98,96,88,17.01,0.79,17.51,10.16,3.95
CADL,Healthcare,Biotechnology,241.11,267.4,376.8,373.8,908.97,446.61,98,99,99,98,6.01,0.4,6.24,5.09,0.49
NISN,Industrials,Specialty Business Services,238.14,441.43,455.58,321.97,200.57,143.71,98,98,95,87,13.25,0.58,12.8,7.25,1.81
TKNO,Healthcare,Drug Manufacturers—Specialty & Generic,231.27,246.58,246.58,210.8,89.26,125.06,98,97,26,79,4.83,0.91,4.57,2.99,0.18
ZETA,Technology,Software—Infrastructure,229.83,247.97,239.88,224.24,181.03,122.67,98,97,94,77,31.3,0.93,26.59,16.61,1.31
CURI,Communication Services,Broadcasting,228.2,228.2,245.86,203.37,181.95,181.95,98,96,94,93,2.21,1.0,1.56,1.04,4.43
SRRK,Healthcare,Biotechnology,224.95,314.66,81.44,86.26,143.27,191.72,98,23,88,94,26.14,0.7,10.35,12.59,2.66
MESO,Healthcare,Biotechnology,221.49,251.34,221.54,201.58,279.38,180.27,98,96,97,93,9.33,0.84,6.96,5.4,0.58
AEYE,Technology,Software—Application,220.64,246.91,283.84,351.47,422.56,218.2,98,98,98,95,22.1,0.78,22.28,15.61,0.57
GEVO,Basic Materials,Specialty Chemicals,218.36,228.39,193.85,90.13,63.08,69.04,98,28,6,8,1.91,0.96,1.05,0.83,1.2
MSTR,Technology,Software—Application,217.93,230.93,205.76,276.99,340.12,443.12,98,98,98,98,183.34,0.94,144.19,127.32,1.35
APP,Technology,Software—Application,217.57,219.5,209.49,163.52,236.0,238.26,98,93,96,96,144.84,1.0,102.77,76.14,0.86
RZLT,Healthcare,Biotechnology,217.55,242.02,259.06,284.17,357.75,170.51,98,98,98,92,4.67,0.78,4.66,3.2,0.48
TURB,Technology,Solar,215.87,215.87,94.65,108.36,99.64,83.35,98,65,52,16,3.03,1.0,1.46,1.22,11.75
QTTB,Healthcare,Biotechnology,214.64,229.56,292.32,261.16,176.05,132.09,98,98,93,83,47.2,0.94,42.01,25.47,0.58
CAVA,Consumer Cyclical,Restaurants,213.76,220.85,213.94,213.23,187.19,139.3,98,97,94,86,130.24,0.98,112.79,79.15,0.37
FTAI,Industrials,Rental & Leasing Services,213.15,218.63,203.74,211.98,206.82,176.68,98,97,95,92,144.1,0.98,121.01,84.54,1.69
JANX,Healthcare,Biotechnology,212.89,219.19,246.58,294.76,618.86,389.03,98,98,99,98,47.22,0.7,44.1,37.37,0.94
SWIM,Industrials,Building Products & Equipment,211.98,219.39,206.14,177.75,119.91,122.0,98,95,77,77,6.84,0.99,5.93,3.85,0.8
EBS,Healthcare,Drug Manufacturers—Specialty & Generic,210.73,235.64,227.65,565.26,282.68,79.46,98,99,98,13,8.45,0.52,8.28,5.36,0.51
GGAL,Financial Services,Banks—Regional,208.95,208.95,190.78,173.65,214.52,180.22,98,94,96,93,47.94,1.0,39.14,29.7,1.37
JVA,Consumer Defensive,Packaged Foods,205.46,205.84,262.41,203.68,170.25,122.1,98,96,92,77,2.88,0.78,2.53,1.76,0.14
LBPH,Healthcare,Biotechnology,205.07,237.93,350.63,373.92,309.33,415.4,98,99,98,98,34.37,0.86,34.21,25.41,0.71
JG,Technology,Software—Infrastructure,204.5,287.24,243.02,138.25,94.9,99.53,98,88,42,48,6.61,0.63,4.8,3.52,2.13
GDS,Technology,Information Technology Services,203.57,206.69,210.76,184.29,127.57,69.22,98,95,81,8,21.05,0.89,16.63,10.18,0.44
VST,Utilities,Utilities—Independent Power Producers,202.19,223.37,217.88,192.71,263.5,209.46,98,96,97,95,124.11,0.87,92.96,74.51,0.77
AKA,Consumer Cyclical,Apparel Retail,201.53,215.7,276.22,230.54,409.51,161.51,98,97,98,91,22.28,0.68,22.0,15.53,0.57
PI,Technology,Communication Equipment,201.35,201.35,199.35,179.78,180.55,134.98,98,95,93,84,231.72,1.0,179.6,143.68,0.73
VKTX,Healthcare,Biotechnology,200.69,227.64,227.64,275.38,439.92,607.2,98,98,98,99,62.45,0.62,61.03,55.93,0.65
BYRN,Industrials,Aerospace & Defense,200.39,267.41,264.14,194.88,292.07,271.97,98,96,98,97,14.0,0.7,13.5,11.42,2.15
EWTX,Healthcare,Biotechnology,199.2,207.24,243.09,197.36,198.66,236.18,98,96,95,96,29.99,0.99,21.0,18.06,0.99
RGS,Consumer Cyclical,Personal Services,199.1,207.74,346.93,354.44,222.65,70.46,98,98,96,8,27.31,0.76,23.58,13.89,0.58
BVS,Healthcare,Medical Devices,198.78,219.14,220.59,193.97,201.72,204.81,98,96,95,95,11.25,0.92,9.93,6.55,1.2
POWL,Industrials,Electrical Equipment & Parts,198.66,204.93,183.26,176.09,217.39,241.0,98,95,96,96,247.03,0.96,185.43,152.16,1.14
NUTX,Healthcare,Health Information Services,196.58,222.12,226.16,179.81,23.97,60.26,98,95,1,6,18.92,0.39,18.88,14.41,0.16
PRM,Basic Materials,Specialty Chemicals,195.52,199.03,196.72,183.99,142.79,136.5,98,95,88,85,12.52,0.91,11.61,7.92,0.53
WAVE,Utilities,Utilities—Renewable,194.43,244.85,282.48,177.44,196.91,155.55,98,95,95,90,5.68,0.95,4.0,2.72,1.71
APLT,Healthcare,Biotechnology,194.3,209.24,206.38,217.31,311.3,454.2,98,97,98,98,8.2,0.95,6.56,5.13,0.42
CRMD,Healthcare,Biotechnology,194.0,207.06,185.4,137.65,144.6,119.56,98,88,88,75,9.73,0.97,6.35,4.83,1.26
BMA,Financial Services,Banks—Regional,193.58,193.58,176.32,163.76,246.4,201.38,98,93,97,95,73.2,0.97,61.15,50.59,0.79
SG,Consumer Cyclical,Restaurants,193.26,205.46,183.74,217.25,265.75,217.59,98,97,97,95,36.37,0.94,33.17,24.45,0.76
PCTTU,Industrials,Pollution & Treatment Controls,193.0,193.0,155.54,117.53,131.04,106.45,98,76,83,60,12.88,1.0,9.28,7.3,0.0
EVGO,Consumer Cyclical,Specialty Retail,192.46,227.3,200.34,156.03,95.78,67.99,98,92,44,8,6.69,0.91,4.36,2.98,2.87
POET,Technology,Semiconductors,192.26,229.17,278.43,214.77,192.16,76.16,98,97,95,11,3.85,0.77,3.33,2.14,0.88
DUO,Real Estate,Real Estate Services,191.72,571.66,661.25,77.75,139.06,49.5,98,16,86,3,1.22,0.22,0.85,0.64,1.38
AGMH,Technology,Computer Hardware,188.56,197.29,205.52,90.04,82.06,108.15,98,28,17,62,1.83,0.83,1.32,1.32,1.43
AVAH,Healthcare,Medical Care Facilities,188.44,194.32,240.61,234.42,141.62,192.64,98,97,87,94,4.62,0.76,5.0,3.21,0.58
VHI,Basic Materials,Chemicals,188.1,204.85,188.19,179.03,135.32,101.91,98,95,85,53,33.78,0.96,27.34,18.88,0.19
CMPO,Industrials,Metal Fabrication,188.05,191.98,200.54,185.58,113.15,99.31,98,95,71,48,13.88,0.96,11.9,7.68,1.01
ALTS,Technology,Software—Application,187.43,187.43,220.31,272.85,806.19,418.23,98,98,99,98,1.75,0.3,2.0,2.14,0.64
UXIN,Consumer Cyclical,Auto & Truck Dealerships,187.21,233.95,191.68,54.55,62.16,23.17,97,6,6,1,5.64,0.29,2.55,2.56,0.16
SMR,Industrials,Specialty Industrial Machinery,186.94,208.08,192.65,299.29,241.56,170.27,97,98,97,92,12.0,0.73,9.69,7.16,0.85
ROOT,Financial Services,Insurance—Property & Casualty,186.78,186.78,187.17,459.23,866.07,886.7,97,99,99,99,44.5,0.49,42.9,43.72,2.73
QH,Technology,Software—Application,184.99,227.48,227.48,139.04,47.05,98.31,97,89,3,46,1.48,0.83,0.79,0.81,0.02
MBRX,Healthcare,Biotechnology,184.51,189.19,305.14,444.81,816.07,813.47,97,99,99,99,2.43,0.37,2.45,2.79,0.53
ETON,Healthcare,Drug Manufacturers—Specialty & Generic,182.61,182.61,163.86,108.12,87.56,121.28,97,64,23,76,7.83,1.0,5.01,4.16,1.2
GATO,Basic Materials,Other Precious Metals & Mining,180.34,186.67,186.67,192.5,206.03,157.7,97,96,95,90,16.6,1.0,13.49,10.23,1.3
CIA,Financial Services,Insurance—Life,179.5,179.5,126.13,99.14,112.87,100.08,97,49,70,49,5.21,1.0,3.24,2.75,1.93
IESC,Industrials,Engineering & Construction,179.04,183.11,179.27,170.12,235.31,189.91,97,94,96,94,210.96,0.98,176.11,135.27,0.97
AGX,Industrials,Engineering & Construction,178.69,178.69,166.29,156.36,153.28,101.36,97,92,90,52,113.02,1.0,85.41,65.5,0.96
TLN,Utilities,Utilities—Independent Power Producers,178.47,208.13,208.48,180.1,165.3,131.15,97,95,92,82,167.89,0.84,152.7,108.39,0.99
VIOT,Consumer Cyclical,"Furnishings, Fixtures & Appliances",178.4,190.75,189.62,205.96,113.75,88.64,97,96,71,22,1.6,0.8,1.42,0.93,0.44
DDL,Consumer Defensive,Grocery Stores,178.19,198.26,200.32,140.87,122.57,60.59,97,89,79,6,3.31,0.77,2.54,1.8,0.54
TPC,Industrials,Engineering & Construction,177.58,193.59,191.39,238.86,238.22,178.69,97,97,96,93,25.76,0.91,23.16,17.47,0.58
EOSE,Industrials,Electrical Equipment & Parts,177.52,207.91,221.15,244.48,132.81,67.9,97,97,84,8,2.9,0.86,2.37,1.39,0.78
OPT,Healthcare,Biotechnology,177.21,179.77,180.51,109.56,129.07,129.92,97,66,82,82,4.7,1.0,3.25,3.03,0.93
TVTX,Healthcare,Biotechnology,177.04,182.53,162.9,137.9,95.42,81.51,97,88,44,14,17.11,0.96,11.63,8.82,1.85
CSLR,Technology,Solar,176.51,210.7,243.75,265.48,150.56,89.72,97,98,90,23,2.27,0.71,2.06,1.36,2.14
PLTR,Technology,Software—Infrastructure,176.04,176.08,169.75,156.48,160.94,174.67,97,92,91,92,43.52,1.0,33.59,25.36,0.95
IPW,Consumer Cyclical,Internet Retail,175.22,245.13,254.81,297.9,424.75,101.87,97,98,98,53,1.52,0.39,1.48,1.17,0.86
LWAY,Consumer Defensive,Packaged Foods,175.02,177.64,178.51,157.25,271.91,206.12,97,92,97,95,26.63,0.96,20.25,16.3,0.23
PPTA,Basic Materials,Other Precious Metals & Mining,174.8,195.61,210.49,214.01,177.43,151.17,97,97,93,89,9.35,0.89,8.27,5.69,0.78
MYTE,Consumer Cyclical,Luxury Goods,174.58,183.53,89.21,117.34,148.09,87.38,97,76,89,20,7.5,0.96,4.08,3.99,1.14
TREE,Financial Services,Financial Conglomerates,174.28,178.05,182.32,205.44,207.71,181.48,97,96,95,93,57.03,0.93,53.67,43.37,0.92
SUPV,Financial Services,Banks—Regional,174.2,174.2,169.3,179.37,240.26,192.64,97,95,97,94,7.82,0.92,7.29,5.99,0.88
BNTC,Healthcare,Biotechnology,173.82,176.55,204.01,227.74,290.2,152.83,97,97,98,89,9.81,0.86,8.96,6.81,1.02
GDC,Communication Services,Electronic Gaming & Multimedia,172.96,201.65,313.08,460.74,78.91,79.5,97,99,15,13,2.68,0.29,3.84,2.03,0.19
AQST,Healthcare,Drug Manufacturers—Specialty & Generic,172.88,194.55,201.35,175.1,222.0,358.82,97,94,96,98,4.7,0.71,4.43,3.54,0.92
IPX,Basic Materials,Other Industrial Metals & Mining,171.95,179.15,164.21,150.95,169.36,181.61,97,91,92,93,23.39,0.96,18.01,14.79,1.0
INSM,Healthcare,Biotechnology,171.78,176.69,191.1,286.68,240.04,122.89,97,98,97,78,71.7,0.87,73.76,47.86,0.48
PCT,Industrials,Pollution & Treatment Controls,171.61,176.51,165.65,135.53,124.09,124.31,97,87,79,79,9.09,0.86,7.27,5.72,0.67
AXGN,Healthcare,Medical Devices,171.36,177.96,194.47,170.78,94.81,146.04,97,94,42,87,13.6,0.9,12.59,9.11,0.42
SPRY,Healthcare,Biotechnology,170.97,186.6,231.78,186.77,153.06,161.85,97,95,90,91,13.91,0.91,12.88,9.55,0.35
RYAM,Basic Materials,Chemicals,170.92,173.67,178.55,176.84,142.15,107.3,97,95,87,61,8.7,0.99,7.71,5.48,0.63
CRS,Industrials,Metal Fabrication,170.72,173.64,176.54,181.74,165.34,120.05,97,95,92,75,162.69,1.0,146.23,101.37,0.68
COHR,Technology,Scientific & Technical Instruments,169.31,171.32,166.01,150.05,145.43,151.23,97,91,89,89,99.03,1.0,78.48,64.27,0.55
USAP,Basic Materials,Steel,168.54,172.99,177.04,185.3,199.43,173.37,97,95,95,92,39.16,0.9,38.72,28.82,0.62
LFVN,Consumer Defensive,Packaged Foods,168.25,174.43,179.46,125.04,122.27,129.42,97,82,78,81,11.93,0.86,9.57,7.3,0.44
PDYN,Technology,Software—Infrastructure,167.74,209.33,170.47,196.45,222.63,231.76,97,96,96,96,2.31,0.81,1.75,1.52,0.88
TIGR,Financial Services,Capital Markets,166.67,258.93,189.54,108.07,112.59,108.5,97,64,70,63,8.11,0.54,4.66,4.18,2.69
RKLB,Industrials,Aerospace & Defense,165.59,184.32,188.76,134.99,96.1,99.94,97,87,45,49,9.39,0.93,7.0,5.16,0.46
RSI,Consumer Cyclical,Gambling,165.58,167.69,160.47,195.81,184.93,175.72,97,96,94,92,10.94,0.99,9.84,7.77,0.9
NVAX,Healthcare,Biotechnology,164.57,183.75,185.52,306.59,282.03,75.91,97,98,98,11,12.91,0.53,12.46,9.35,0.75
AIRG,Technology,Communication Equipment,163.84,177.93,161.73,200.1,136.86,118.78,97,96,86,74,8.76,0.91,7.56,5.72,0.67
FIP,Industrials,Conglomerates,163.78,171.03,158.55,197.42,209.05,167.94,97,96,95,92,9.28,0.86,9.16,7.24,0.38
SFM,Consumer Defensive,Grocery Stores,163.73,170.86,165.79,174.26,158.98,143.57,97,94,91,87,112.93,0.97,102.94,75.93,1.04
BYSI,Healthcare,Biotechnology,162.94,169.33,159.74,175.83,297.21,329.1,97,95,98,98,2.38,0.57,2.06,2.07,0.32
SN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",162.81,166.11,163.94,166.21,139.06,105.14,97,94,86,58,108.2,0.98,96.37,71.52,0.43
PNTG,Healthcare,Medical Care Facilities,162.24,175.42,192.74,184.71,155.27,138.04,97,95,90,85,32.92,0.85,32.86,23.48,1.01
REAX,Real Estate,Real Estate Services,162.18,190.95,221.57,235.15,251.55,234.45,97,97,97,96,5.04,0.7,5.79,4.23,1.05
CNTA,Healthcare,Biotechnology,162.11,176.27,181.4,164.45,170.65,196.81,97,93,92,94,15.66,0.86,13.97,10.6,0.46
NTRB,Healthcare,Biotechnology,162.11,162.11,183.15,258.0,211.11,163.01,97,98,96,91,7.1,0.71,5.46,4.42,1.28
LUNR,Industrials,Aerospace & Defense,161.79,193.11,221.61,122.38,134.12,196.07,97,80,85,94,7.23,0.58,5.76,4.95,0.34
AUR,Technology,Information Technology Services,161.68,170.19,203.07,160.41,134.59,166.03,97,93,85,91,5.72,0.86,4.55,3.39,0.83
CLBT,Technology,Software—Infrastructure,161.5,163.1,158.93,156.95,133.57,147.36,97,92,85,88,17.74,0.97,16.21,12.25,1.08
LMB,Industrials,Building Products & Equipment,161.28,162.4,161.21,163.27,151.7,184.67,96,93,90,93,79.87,1.0,67.35,53.18,0.85
BBAR,Financial Services,Banks—Regional,160.91,160.91,153.25,146.48,204.96,167.85,96,91,95,92,11.94,0.99,10.39,8.7,0.94
VITL,Consumer Defensive,Farm Products,160.9,166.59,152.15,247.55,262.56,162.62,96,98,97,91,38.73,0.78,33.09,29.3,1.49
SNCR,Technology,Software—Infrastructure,160.87,162.1,181.03,168.86,132.29,157.41,96,94,84,90,12.99,0.84,12.79,9.36,0.77
PLSE,Healthcare,Medical Instruments & Supplies,160.81,182.68,213.8,255.5,205.88,200.9,96,98,95,95,15.6,0.65,17.5,12.12,0.55
CHCI,Real Estate,Real Estate—Diversified,159.92,203.69,182.87,146.28,162.0,104.47,96,91,91,57,10.07,0.73,8.1,6.33,1.64
CDRO,Consumer Cyclical,Gambling,159.72,159.72,160.39,172.96,205.86,208.34,96,94,95,95,8.62,0.99,7.99,6.81,1.74
KOSS,Technology,Consumer Electronics,159.18,159.18,191.94,309.16,381.86,79.49,96,98,98,13,7.02,0.43,7.54,4.96,0.2
SNAL,Communication Services,Electronic Gaming & Multimedia,159.12,159.12,74.83,77.22,83.76,73.68,96,15,18,10,1.82,1.0,0.85,0.94,0.59
TECX,Healthcare,Biotechnology,158.99,174.12,571.02,102.41,112.62,106.71,96,55,70,60,31.0,0.94,20.99,17.22,0.56
EAT,Consumer Cyclical,Restaurants,158.24,162.68,150.09,146.19,166.22,114.8,96,91,92,71,82.51,0.96,71.93,58.46,0.52
BGM,Healthcare,Drug Manufacturers—Specialty & Generic,157.85,180.59,231.92,228.38,131.84,91.3,96,97,84,31,7.15,0.82,6.7,4.33,0.2
RDW,Industrials,Aerospace & Defense,157.74,162.28,151.42,211.54,191.63,133.96,96,97,94,84,7.53,0.9,6.45,4.94,0.54
NVDA,Technology,Semiconductors,157.72,157.78,154.27,200.47,209.54,208.52,96,96,95,95,134.81,0.99,117.79,97.8,0.73
SE,Consumer Cyclical,Internet Retail,157.59,160.23,161.18,151.29,145.37,113.3,96,92,88,69,95.85,0.97,81.38,63.63,0.34
CLMB,Technology,Electronics & Computer Distribution,157.27,167.17,161.82,160.0,121.47,136.32,96,93,78,84,102.42,0.97,89.87,68.16,0.65
GNTA,Healthcare,Biotechnology,156.74,156.74,104.98,106.25,74.67,69.28,96,61,12,8,6.92,1.0,4.23,3.87,11.93
QFIN,Financial Services,Credit Services,156.36,167.09,162.62,133.44,117.06,109.83,96,87,74,65,32.47,0.96,25.62,19.84,0.69
FUTU,Financial Services,Capital Markets,154.96,192.78,179.14,110.3,140.73,111.53,96,67,87,67,107.17,0.74,71.56,63.11,2.12
WOOF,Consumer Cyclical,Specialty Retail,154.38,178.55,164.42,132.93,113.28,50.51,96,86,71,3,5.08,0.84,3.68,2.94,0.68
BWIN,Financial Services,Insurance Brokers,154.34,158.82,158.28,157.0,133.19,120.8,96,92,84,76,51.52,1.0,46.27,34.18,1.25
ORGN,Basic Materials,Chemicals,154.12,158.21,195.95,160.03,121.65,55.53,96,93,78,4,1.45,0.69,1.38,0.92,0.29
CLPT,Healthcare,Medical Devices,153.6,176.12,188.47,202.8,100.95,104.88,96,96,54,58,11.39,0.79,11.03,7.61,0.65
SRTS,Healthcare,Medical Devices,152.66,160.4,161.4,191.08,183.89,150.17,96,96,94,88,6.32,0.86,6.18,4.8,0.37
GCI,Communication Services,Publishing,152.16,168.4,175.09,188.01,182.35,102.11,96,95,94,53,5.31,0.88,5.0,3.56,0.53
WULF,Financial Services,Capital Markets,152.14,179.69,188.49,307.41,254.74,205.48,96,98,97,95,3.93,0.55,4.22,3.12,0.98
CVLT,Technology,Software—Application,152.14,153.47,147.08,160.76,132.99,125.41,96,93,84,79,160.82,1.0,149.72,114.28,0.67
SGRP,Industrials,Specialty Business Services,151.95,155.21,171.38,172.81,244.81,155.06,96,94,97,89,2.42,0.74,2.12,1.73,0.85
ANNX,Healthcare,Biotechnology,151.88,152.78,178.99,170.94,177.84,208.87,96,94,93,95,7.02,0.87,6.15,5.46,1.02
GNSS,Technology,Scientific & Technical Instruments,151.82,158.54,161.96,151.29,106.03,93.78,96,92,62,37,3.77,0.91,3.14,2.31,1.82
VRNA,Healthcare,Biotechnology,151.81,165.73,178.29,175.24,86.7,95.38,96,94,22,40,31.37,0.97,27.5,19.39,0.5
XYF,Financial Services,Credit Services,151.78,178.18,161.69,105.2,97.49,105.3,96,59,48,58,7.03,0.75,5.13,4.35,1.16
GVP,Technology,Software—Application,151.65,151.65,134.56,150.51,171.06,123.21,96,91,92,78,4.09,0.84,3.93,3.0,0.91
NMM,Industrials,Marine Shipping,151.6,157.65,157.65,153.53,174.43,163.1,96,92,93,91,61.53,0.94,53.86,44.36,0.4
LEXX,Healthcare,Biotechnology,151.47,163.08,176.8,236.22,255.45,438.11,96,97,97,98,3.06,0.4,3.26,2.89,0.45
USLM,Basic Materials,Building Materials,151.33,153.79,154.89,149.62,154.94,132.77,96,91,90,83,97.6,1.0,83.56,67.11,1.03
PPIH,Industrials,Building Products & Equipment,151.27,151.27,145.64,123.54,102.18,90.35,96,81,56,27,13.37,0.88,10.92,9.03,0.3
OCUL,Healthcare,Biotechnology,151.21,172.64,169.73,196.85,177.24,258.06,96,96,93,97,9.22,0.81,8.67,7.21,1.12
MOD,Consumer Cyclical,Auto Parts,151.14,159.78,165.23,178.64,231.9,229.67,96,95,96,96,130.95,0.96,115.39,95.68,0.76
MNPR,Healthcare,Biotechnology,150.69,162.48,203.02,118.54,146.72,215.4,96,77,89,95,5.17,0.7,3.53,3.32,0.04
NRIX,Healthcare,Biotechnology,150.28,163.21,198.97,233.14,173.35,164.01,96,97,93,91,21.86,0.82,23.14,16.51,6.24
AMSC,Industrials,Specialty Industrial Machinery,150.25,164.44,167.51,310.64,263.46,208.87,96,98,97,95,22.17,0.61,21.29,17.49,1.73
TSE,Basic Materials,Specialty Chemicals,150.17,180.89,166.29,89.1,52.62,55.9,96,26,4,4,6.33,0.64,4.14,4.1,0.66
ILAG,Industrials,Building Products & Equipment,150.07,177.07,202.4,213.46,109.4,78.48,96,97,66,12,1.01,0.73,0.98,0.65,0.17
JXN,Financial Services,Insurance—Life,149.91,153.23,144.46,160.87,170.2,146.42,96,93,92,87,98.05,0.98,86.41,70.6,0.92
HBB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",149.69,156.93,165.26,161.92,165.52,168.67,96,93,92,92,29.92,0.95,27.83,21.66,0.42
VBFC,Financial Services,Banks—Regional,149.68,152.73,156.27,104.58,105.65,84.23,96,58,61,17,76.0,0.98,55.88,46.46,2.07
RMTI,Healthcare,Drug Manufacturers—Specialty & Generic,149.66,176.4,221.25,189.57,92.89,74.94,96,95,37,10,3.28,0.65,3.17,2.02,0.52
CDE,Basic Materials,Gold,149.43,169.75,191.43,183.43,193.25,148.69,96,95,95,88,6.4,0.8,6.25,4.83,1.3
IGMS,Healthcare,Biotechnology,149.29,185.79,207.6,144.84,109.47,204.47,96,90,66,95,13.89,0.72,12.07,10.48,0.48
UI,Technology,Communication Equipment,149.27,153.62,148.73,133.65,102.0,74.46,96,87,55,10,233.14,0.96,198.07,148.23,0.97
VNET,Technology,Information Technology Services,149.06,159.64,160.17,114.72,91.68,69.62,96,73,34,8,3.9,0.86,2.78,2.15,0.53
YOU,Technology,Software—Application,149.04,149.04,147.93,140.37,83.81,90.61,96,89,19,29,33.29,1.0,29.25,21.71,0.48
