Ticker,Sector,Industry,Price,EPS QoQ (%),QoQ 2Q Algo (%),QoQ 3Q Algo (%),EPS YoY (%),YoY 2Q Algo (%),EPS RS,TTM EPS,Rev RS,TTM RPS,TTM PE,Rating (EPS RS),Rating (Rev RS)
SYF,Financial Services,Credit Services,52.0,-1.03,2.05,-0.43,0.18,,15.24,7.16,-2.0,21.265,7.25,67,71
COR,Healthcare,Medical Distribution,221.16,0.0,-0.43,0.73,-0.12,-0.02,15.17,9.22,-1.82,1420.79,24.07,67,71
KEYS,Technology,Scientific & Technical Instruments,158.11,2.05,-0.34,-0.31,0.38,,15.14,5.2,-18.85,28.589,30.1,67,7
TDG,Industrials,Aerospace & Defense,1386.96,0.14,0.43,-0.48,0.3,,14.34,27.05,1.79,131.763,50.59,66,81
GOOG,Communication Services,Internet Content & Information,163.06,0.0,0.15,0.06,0.32,,14.22,6.96,2.81,26.353,23.53,66,83
GOOGL,Communication Services,Internet Content & Information,161.86,0.0,0.15,0.06,0.32,,14.22,6.98,2.81,26.353,23.29,66,83
ERIE,Financial Services,Insurance Brokers,532.6,0.32,0.12,-0.18,0.39,,14.21,10.17,1.34,76.809,52.23,66,80
TSLA,Consumer Cyclical,Auto Manufacturers,241.05,0.24,-5.73,3.29,-0.85,,13.76,3.57,4.31,29.932,67.56,66,86
DD,Basic Materials,Specialty Chemicals,85.64,0.0,10.0,-15.2,2.55,-0.24,13.06,0.78,-13.26,28.006,110.17,65,14
BRO,Financial Services,Insurance Brokers,105.86,-0.14,0.1,0.52,0.34,,12.62,3.47,0.47,15.872,29.8,65,78
MCO,Financial Services,Financial Data & Stock Exchanges,473.04,-0.04,0.7,-0.14,0.48,,12.49,10.12,1.73,35.869,46.42,65,80
AEP,Utilities,Utilities - Regulated Electric,97.72,-1.98,0.02,0.02,-0.58,1.48,12.05,5.0,-7.45,37.153,19.42,65,44
HCA,Healthcare,Medical Care Facilities,386.36,-0.07,-0.0,0.52,0.3,,11.89,21.29,-2.77,256.988,18.13,65,67
MS,Financial Services,Capital Markets,109.04,-0.1,1.37,-0.62,0.48,,11.62,6.08,-3.94,34.931,17.77,64,63
CL,Consumer Defensive,Household & Personal Products,101.0,0.07,-0.05,0.01,0.46,,11.62,3.43,-7.7,24.292,29.12,64,43
CF,Basic Materials,Agricultural Inputs,87.45,1.23,-0.4,0.69,-0.18,,11.13,5.63,-14.71,31.284,15.62,64,11
RMD,Healthcare,Medical Instruments & Supplies,237.04,0.0,0.44,-0.05,0.31,0.29,11.05,6.92,-2.32,31.868,34.36,64,69
CBOE,Financial Services,Financial Data & Stock Exchanges,206.11,0.0,-0.01,0.02,0.25,0.21,10.56,7.21,-6.86,36.067,28.55,64,47
JPM,Financial Services,Banks - Diversified,213.42,0.38,0.46,-0.42,0.29,,10.53,17.95,10.03,55.323,11.84,63,92
T,Communication Services,Telecom Services,21.6525,0.04,0.57,-0.6,-0.24,,10.39,1.74,-17.34,16.993,12.23,63,7
BDX,Healthcare,Medical Instruments & Supplies,238.21,-0.1,0.91,1.62,0.23,,10.36,4.98,-9.09,68.368,47.3,63,33
PTC,Technology,Software - Application,181.59,-0.66,0.71,0.47,0.12,,10.04,2.45,-11.55,18.588,73.91,63,20
TER,Technology,Semiconductor Equipment & Materials,130.47,1.81,-0.83,-0.08,0.51,,9.83,3.04,-10.29,17.518,42.24,63,27
SO,Utilities,Utilities - Regulated Electric,88.93,0.07,-0.13,-0.12,0.43,0.3,9.69,4.19,-2.65,23.899,21.09,62,68
CVX,Energy,Oil & Gas Integrated,149.65,-0.23,1.43,-1.83,-0.33,,9.61,10.1,1.18,105.466,14.94,62,79
ADP,Technology,Software - Application,287.77,0.0,0.35,0.02,0.54,0.15,8.86,9.09,-5.69,46.767,31.48,62,55
URI,Industrials,Rental & Leasing Services,813.51,0.19,-0.14,-0.12,0.11,0.24,8.69,37.83,-2.45,218.916,21.29,62,69
TGT,Consumer Defensive,Discount Stores,154.33,0.26,-0.47,0.42,0.43,,8.09,9.68,-9.54,232.226,16.09,62,31
LULU,Consumer Cyclical,Apparel Retail,274.12,0.24,0.13,0.15,0.17,0.12,7.26,12.94,2.05,79.374,21.08,61,82
DVN,Energy,Oil & Gas E&P,41.96,0.42,-0.25,-0.2,0.25,-0.61,7.22,5.53,16.53,23.32,7.74,61,94
AIZ,Financial Services,Insurance - Property & Casualty,190.57,-0.25,0.31,-0.03,0.23,,6.92,15.0,-6.46,218.553,12.74,61,51
PHM,Consumer Cyclical,Residential Construction,139.39,0.23,-0.05,0.13,0.2,,6.4,13.1,-1.74,78.909,10.64,61,71
EXC,Utilities,Utilities - Regulated Electric,39.6,-0.47,0.07,-0.13,0.32,,5.9,2.42,-12.47,22.773,16.29,61,17
TXT,Industrials,Aerospace & Defense,86.34,0.32,0.03,-0.35,0.05,,5.61,4.73,-9.03,71.645,18.19,61,34
ISRG,Healthcare,Medical Instruments & Supplies,490.38,-0.04,-0.12,0.46,0.23,,5.48,5.84,2.82,21.452,83.34,60,83
CTSH,Technology,Information Technology Services,76.8,0.04,-0.02,0.08,0.24,,5.18,4.39,-11.62,38.569,16.96,60,19
HII,Industrials,Aerospace & Defense,258.08,0.13,-0.78,0.86,0.34,,4.86,18.84,-5.98,296.599,13.35,60,52
DVA,Healthcare,Medical Care Facilities,159.3,-0.07,0.63,-0.62,0.31,,4.63,9.4,-8.4,140.585,17.12,60,38
BLDR,Industrials,Building Products & Equipment,194.4,0.36,-0.35,-0.26,-0.1,-0.15,4.57,11.35,-1.32,139.54,16.97,60,72
EW,Healthcare,Medical Devices,68.02,0.05,-0.05,-0.03,0.2,,4.19,2.54,-16.07,10.272,26.76,59,9
GL,Financial Services,Insurance - Life,107.2,0.04,-0.08,0.07,0.25,,4.18,11.06,-5.56,60.496,9.62,59,55
