Ticker,Sector,Industry,Price,EPS QoQ (%),QoQ 2Q Algo (%),QoQ 3Q Algo (%),EPS YoY (%),YoY 2Q Algo (%),EPS RS,TTM EPS,Rev RS,TTM RPS,TTM PE,Rating (EPS RS),Rating (Rev RS)
BCSA,Financial Services,Shell Companies,11.62,-3.08,0.89,8.5,-3.36,206.29,6865.17,0.59,-8.71,,19.69,98,29
CDXC,Consumer Defensive,Packaged Foods,6.77,0.0,49.25,0.0,49.25,149.75,6748.67,0.02,16.17,1.215,325.0,98,80
BFRI,Healthcare,Drug Manufacturers - Specialty & Generic,0.88,56.6,0.31,0.23,143.6,0.94,6544.65,-2.74,21.28,11.573,,98,83
GLAC,Financial Services,Shell Companies,10.575,-13.73,1.01,70.01,134.32,46.45,6303.73,0.09,-8.71,,117.56,98,29
CALM,Consumer Defensive,Farm Products,89.37,0.01,0.01,7.6,153.0,-0.09,5960.61,8.73,46.85,54.437,10.42,98,88
SLNG,Energy,Oil & Gas Integrated,4.56,-54.06,0.0,9.0,83.59,,5872.86,0.15,26.75,3.864,29.43,98,85
CAH,Healthcare,Medical Distribution,118.22,0.77,-0.1,-0.36,84.0,,5730.43,5.3,-7.96,921.782,22.75,98,35
DOCU,Technology,Software—Application,76.47,26.12,-0.09,-0.09,107.5,59.15,5690.02,4.9,4.22,13.937,16.2,98,66
SGD,Real Estate,Real Estate—Development,3.5,1.0,0.6,0.37,-0.65,-1.87,5664.36,-9.05,281079999999991.3,0.111,,98,96
NXU,Industrials,Electrical Equipment & Parts,0.5358,0.65,17.63,0.95,109.2,54.1,5592.59,44.76,873333333333324.6,0.097,0.01,98,96
FTK,Energy,Oil & Gas Equipment & Services,6.56,0.4,-0.4,0.75,80.73,,5552.06,-0.09,10.41,6.052,,98,75
MARX,Financial Services,Shell Companies,11.05,-3.13,-4.0,-1.01,-8.08,-0.5,5541.39,0.24,-8.71,,46.04,98,29
MKSI,Technology,Scientific & Technical Instruments,115.64,0.55,5.64,-2.73,78.85,,5271.82,0.47,-11.99,52.817,247.43,98,19
FFIE,Consumer Cyclical,Auto Manufacturers,1.79,1.13,8.09,0.89,79.81,72.06,5213.84,866.4,2824444444444435.5,0.378,0.0,98,97
FFWM,Financial Services,Banks—Regional,7.51,4.0,-4.0,0.25,76.2,,5132.85,-1.26,-15.98,1.829,,98,15
ZURA,Healthcare,Biotechnology,4.47,-7.5,4.0,0.8,6.71,137.0,5034.78,0.57,-8.71,,8.04,98,29
LTH,Consumer Cyclical,Leisure,24.65,-0.35,1.08,0.53,4.0,2.0,4855.64,0.69,14.61,12.648,36.2,97,79
HOG,Consumer Cyclical,Recreational Vehicles,33.22,-0.78,-0.05,8.11,-0.52,,4739.51,4.45,-27.25,41.279,7.4,97,10
VERB,Technology,Software—Application,9.81,4.5,2.59,0.72,121.5,13.45,4633.45,-6.0,-13781.7,0.547,,97,3
TAC,Utilities,Utilities—Independent Power Producers,10.54,-2.5,-3.0,-0.48,-12.75,-0.28,4596.47,0.27,-43.64,9.166,38.15,97,8
UXIN,Consumer Cyclical,Auto & Truck Dealerships,4.14,32.38,0.97,0.0,64.76,,4367.34,-49.87,17.73,27.997,,97,81
AGRO,Consumer Defensive,Farm Products,11.5,-3.81,-0.28,-0.22,-3.57,1.26,4363.59,2.02,-1.34,12.555,5.69,97,54
REVB,Healthcare,Biotechnology,0.85,-1.09,2.06,0.67,0.14,-19.5,4204.91,-32.01,-8.71,,,97,29
INOD,Technology,Information Technology Services,24.34,-62.85,-1.0,5.0,60.85,,4188.58,0.19,39.8,4.764,225.16,97,88
PRO,Technology,Software—Application,23.26,33.15,0.5,-0.09,61.29,,4174.63,-0.61,-1.85,6.889,,97,53
ALTM,Basic Materials,Specialty Chemicals,5.38,7.0,-9.68,-0.91,-1.62,-26.0,4091.84,0.18,13.0,0.991,29.78,97,77
PI,Technology,Communication Equipment,202.99,-35.0,-2.39,3.18,60.0,,4090.15,0.92,32.45,12.494,221.26,97,86
LFCR,Healthcare,Drug Manufacturers—Specialty & Generic,6.39,-52.0,-52.0,0.09,-0.51,118.0,4081.14,0.13,-5.24,4.199,51.85,97,43
ABM,Industrials,Specialty Business Services,56.96,-8.86,-0.01,-0.56,-20.14,-0.13,4040.85,2.42,-2.87,129.802,23.86,97,50
XXII,Consumer Defensive,Tobacco,0.118,223.0,0.13,0.11,112.38,6.31,4022.69,-22.92,-7.89,5.468,,97,35
HFFG,Consumer Defensive,Food Distribution,3.5,31.96,-6.0,0.67,62.92,,3937.15,0.08,3.08,21.853,44.25,97,65
NXTT,Technology,Software—Application,1.09,-5.74,1.07,16.19,-1.13,114.75,3849.88,3.88,-1.3053318888888884e+16,0.377,0.27,97,2
HAYW,Industrials,Electrical Equipment & Parts,16.21,-1.12,2.4,-0.1,0.33,0.21,3816.83,0.43,-4.18,4.674,37.33,97,46
SVII,Financial Services,Shell Companies,11.4,0.0,-0.06,-0.05,-2.87,0.12,3745.71,-0.12,-8.71,,,97,29
IBAC,Financial Services,Shell Companies,10.08,2.17,-8.42,-0.99,4116.23,-3996.34,3717.98,0.11,-8.71,,91.64,97,29
GOEV,Consumer Cyclical,Auto Manufacturers,0.4098,23.44,-11.22,-0.29,54.44,,3716.72,-6.1,4033333333333325.0,0.033,,97,97
GE,Industrials,Aerospace & Defense,178.85,0.47,-0.22,-0.04,6.12,,3710.38,5.23,-6.45,64.325,35.34,97,40
OSS,Technology,Computer Hardware,2.38,-1.91,-0.83,1.0,-0.78,0.09,3673.72,-0.5,-7.01,2.484,,97,38
URBN,Consumer Cyclical,Apparel Retail,37.31,0.91,0.29,-0.75,0.12,,3602.45,3.3,0.44,57.241,11.43,97,59
ULY,Technology,Software—Application,0.5717,0.11,-13.51,6.24,46.68,,3583.34,182.24,-22.81,17.653,0.0,97,11
SONN,Healthcare,Biotechnology,3.69,-9.75,4.87,4.26,3.21,95.37,3527.74,-0.87,291695555555527.44,0.019,,97,96
NOG,Energy,Oil & Gas E&P,40.54,1.17,10.5,-31.67,9.71,,3365.42,8.48,24.86,20.025,4.83,97,84
MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",24.23,-8.25,-1.14,-0.45,-12.0,110.6,3309.73,0.87,-7.42,49.606,27.69,97,37
LNW,Consumer Cyclical,Gambling,102.06,0.01,0.05,0.05,93.0,2.79,3175.87,3.31,5.77,34.0,31.08,97,69
AVDX,Technology,Software - Infrastructure,10.0,3.34,3.06,1.0,43.73,,3040.53,,10.54,2.079,,97,75
WHLR,Real Estate,REIT—Retail,7.6,0.48,89.53,0.99,54.53,31.24,2978.03,-4381.35,1.35,157.592,,97,61
TBMC,Financial Services,Shell Companies,11.12,-0.66,-0.25,-0.2,-0.8,4.5,2958.39,0.23,-8.71,,48.13,97,29
ECVT,Basic Materials,Specialty Chemicals,8.25,0.71,6.0,-25.0,-0.17,,2940.73,0.45,-2.16,5.96,17.84,97,52
FOA,Financial Services,Credit Services,14.0,2.81,-9.62,2.09,42.1,,2883.04,16.88,-56.42,38.622,0.94,97,7
FTI,Energy,Oil & Gas Equipment & Services,28.56,0.49,0.19,2.0,2.05,,2877.53,1.51,3.8,20.37,19.05,97,66
POST,Consumer Defensive,Packaged Foods,108.77,0.04,0.1,0.35,0.11,,2799.39,5.46,-0.81,129.831,20.27,97,55
PDLB,Financial Services,Banks—Regional,12.34,0.27,4.5,-5.0,38.34,,2786.98,0.37,4.46,3.555,34.76,97,67
CVEO,Consumer Cyclical,Lodging,26.4,-2.58,2.63,-3.69,-2.69,0.9,2761.09,1.4,-8.11,48.289,18.59,97,35
CCOI,Communication Services,Telecom Services,85.35,-0.96,1.03,-4.07,-0.11,,2757.78,0.69,-6.5,21.038,121.38,97,40
INDV,Healthcare,Drug Manufacturers—Specialty & Generic,10.82,27.33,-3.26,-0.11,33.67,,2735.87,-0.03,6.53,8.756,,97,70
ROKU,Communication Services,Entertainment,72.03,3.0,0.46,0.57,37.83,,2724.68,-1.22,11.15,27.058,,97,76
DBGI,Consumer Cyclical,Apparel Retail,0.1146,-3.52,15.32,0.94,-2.96,58.74,2650.28,-23.0,-16.33,11.245,,97,14
JAGX,Healthcare,Biotechnology,0.99,-0.12,5.33,0.81,34.5,,2629.87,4.5,5.74,11.616,0.21,97,69
RMCO,Financial Services,Asset Management,1.08,-2.0,2.86,1.54,40.0,51.69,2578.79,-0.11,216.48,0.03,,97,93
AGFY,Industrials,Farm & Heavy Construction Machinery,4.8,-4.43,2.22,2.22,30.36,21.06,2569.88,9.0,-38.51,21.044,0.63,97,8
INBS,Healthcare,Medical Devices,1.72,0.0,16.37,-0.99,27.37,47.02,2565.23,-5.97,1396524444444494.5,1.954,,97,97
GMED,Healthcare,Medical Devices,81.97,0.65,5.6,-3.2,37.0,,2549.76,0.61,42.41,18.217,132.59,97,88
CTLP,Technology,Information Technology Services,9.32,0.0,0.5,1.0,0.5,-0.5,2533.23,0.15,5.87,3.796,59.13,97,69
PHIN,Consumer Cyclical,Auto Parts,50.93,1.32,-1.04,-0.14,36.49,,2531.04,2.34,11.24,76.414,22.25,97,76
TOUR,Consumer Cyclical,Travel Services,1.15,2.0,-0.87,-0.47,66.73,3.0,2519.53,-0.09,14.92,4.085,,96,79
UP,Industrials,Airports & Air Services,2.04,0.0,12.04,0.92,43.86,27.43,2475.96,6.21,-45.84,1.318,0.32,96,7
ROIV,Healthcare,Biotechnology,11.76,-24.0,-0.96,16.92,3.92,66.0,2466.63,5.73,122.02,0.204,2.07,96,92
BORR,Energy,Oil & Gas Drilling,4.07,-2.25,1.17,-0.83,31.76,,2433.17,0.33,23.11,3.847,12.0,96,83
EDBL,Consumer Defensive,Farm Products,0.1573,10.28,-18.78,6.0,35.52,,2402.28,-31.21,43.83,21.628,,96,88
TLGY,Financial Services,Shell Companies,11.63,-68.75,-1.06,-0.52,62.03,7.0,2373.66,0.38,-8.71,,30.53,96,29
CLST,Financial Services,Banks—Regional,11.64,9.77,-15.25,1.67,34.64,,2364.86,-0.85,14.03,1.209,,96,78
AGRI,Consumer Defensive,Farm Products,0.049,1.89,7.25,0.88,55.22,12.92,2356.32,-1.71,293523333333324.7,0.005,,96,96
TTOO,Healthcare,Diagnostics & Research,0.7117,3.16,0.15,0.13,11.25,48.54,2350.13,24.2,-29.25,0.999,0.02,96,9
SYRE,Healthcare,Biotechnology,37.69,0.4,3.39,0.77,65.03,3.07,2348.75,10.89,1.623444444444434e+16,,3.63,96,98
HITI,Healthcare,Pharmaceutical Retailers,2.72,32.54,12.73,4.1,5.0,62.09,2319.43,-0.29,23.52,6.536,,96,84
BLRX,Healthcare,Biotechnology,0.4472,2.58,15.11,0.94,50.49,14.61,2268.3,-0.45,4.1286666666666664e+16,0.24,,96,98
ASNS,Technology,Communication Equipment,1.36,49.0,-0.22,-0.28,67.0,1.18,2263.64,-1.4,39.26,1.772,,96,88
WRAP,Technology,Scientific & Technical Instruments,1.53,-11.26,20.96,0.95,5.0,60.31,2250.43,-0.51,11.06,0.165,,96,76
BRNS,Healthcare,Biotechnology,1.49,1.05,-0.07,-0.04,0.76,0.44,2223.12,-1.49,9.979333333333437e+16,0.384,,96,99
BBGI,Communication Services,Broadcasting,9.03,-39.02,-797.45,11.71,34.0,,2155.61,1.88,-8.99,159.637,4.63,96,24
SBFM,Healthcare,Drug Manufacturers—Specialty & Generic,2.72,-8.46,401.41,0.13,52.96,6.16,2143.01,-126.49,294.2,197.393,,96,94
CMND,Healthcare,Biotechnology,1.4,-1.11,2.21,0.85,3.12,58.36,2130.25,-1.23,-8.71,,,96,29
GNLN,Consumer Defensive,Tobacco,2.36,6.03,0.62,0.38,45.83,5.4,2088.01,17.59,-447.69,61.566,0.13,96,4
KEP,Utilities,Utilities—Regulated Electric,8.21,-7.64,-1.3,0.63,30.28,,2066.39,1.47,-0.8,70696.63,5.39,96,55
KLXE,Energy,Oil & Gas Equipment & Services,5.67,0.0,1.82,-1.38,-2.04,-2.45,2062.32,-3.0,-8.85,45.556,,96,24
VALN,Healthcare,Biotechnology,5.5,0.0,0.49,0.95,55.0,4.23,2057.7,-0.52,-8.19,2.3,,96,34
BANC,Financial Services,Banks - Regional,16.15,0.0,38.92,-7.15,23.25,,2039.55,-23.86,252.28,2.689,,96,93
MCY,Financial Services,Insurance—Property & Casualty,72.63,2.69,-0.18,-1.6,28.8,,2033.95,10.09,22.95,99.043,7.32,96,83
NABL,Technology,Information Technology Services,11.96,0.2,0.25,-0.25,1.0,,2010.11,0.19,1.1,2.445,59.11,96,60
SONM,Technology,Communication Equipment,3.45,-19.14,-1.33,-4.0,-12.75,-8.0,1990.66,-22.62,-97.43,15.959,,96,5
GOTU,Consumer Defensive,Education & Training Services,3.22,-34.43,8.86,-1.09,-8.75,,1989.5,-0.31,3.4,13.503,,96,65
ALL,Financial Services,Insurance - Property & Casualty,190.55,2.85,-2.96,-0.24,28.44,,1966.37,15.99,4.79,236.821,12.31,96,67
ENTO,Healthcare,Biotechnology,0.6642,-2.24,2.03,2.03,8.77,12.69,1937.83,13.61,-8.71,,0.05,96,29
WNC,Industrials,Farm & Heavy Construction Machinery,19.32,-12.58,0.62,-1.75,-7.38,,1909.49,-5.39,-26.09,47.238,,96,10
LTM,Industrials,Airlines,27.86,1.07,-0.77,0.05,0.3,0.0,1887.27,2.61,11.76,42.0,10.45,96,76
TRGP,Energy,Oil & Gas Midstream,187.79,0.31,0.09,0.12,0.81,-0.07,1886.71,5.65,1.44,73.225,34.03,96,61
COIN,Financial Services,Financial Data & Stock Exchanges,255.58,1.0,-31.27,1.0,31.0,3.8,1877.46,6.23,90.2,20.46,43.46,96,91
GRI,Healthcare,Biotechnology,0.8756,0.56,2.58,0.72,47.65,7.62,1863.05,57.88,-8.71,,0.02,96,29
AIR,Industrials,Aerospace & Defense,62.57,0.92,-0.54,-0.67,26.0,,1820.94,1.81,8.87,69.011,36.39,96,73
ASTE,Industrials,Farm & Heavy Construction Machinery,37.13,1.26,-5.07,-3.33,0.07,,1817.07,-0.09,-8.25,56.887,,96,34
MKTW,Financial Services,Financial Data & Stock Exchanges,0.623,-0.25,0.84,5.38,32.93,0.0,1813.79,0.08,-4.56,12.174,7.44,96,45
CTMX,Healthcare,Biotechnology,1.0,-3.12,0.62,1.62,-3.0,4.4,1795.86,0.15,-2.16,1.518,7.27,96,52
CXDO,Communication Services,Telecom Services,5.25,0.0,-1.25,-0.56,2.0,4.0,1794.58,0.05,18.2,2.171,109.0,96,81
BHF,Financial Services,Insurance - Life,51.09,57.42,0.79,-3.12,21.63,,1779.57,-15.61,421.21,79.404,,96,94
NLY,Real Estate,REIT—Mortgage,19.47,2.8,-10.44,2.04,25.2,,1768.74,-0.08,380.37,0.732,,96,94
THAR,Healthcare,Biotechnology,2.43,0.18,6.74,0.87,20.51,29.74,1748.8,20.76,-8.71,,0.11,96,29
INSG,Technology,Communication Equipment,17.06,21.0,1.91,0.48,24.5,,1734.21,-3.98,-7.52,16.535,,96,36
TX,Basic Materials,Steel,36.54,24.12,-3.06,-0.17,24.56,,1732.76,0.39,-8.82,95.279,90.87,96,24
COTY,Consumer Defensive,Household & Personal Products,7.25,0.99,79.0,-352.35,46.23,0.51,1716.93,0.18,-4.22,7.004,39.78,96,46
BBLG,Healthcare,Medical Devices,1.3,0.96,1.36,0.58,6.78,41.14,1707.31,-18.04,-8.71,,,96,29
BSFC,Consumer Defensive,Packaged Foods,0.295,0.32,1.12,0.53,19.18,26.5,1701.48,38.44,-17.39,12.84,0.01,96,13
BIOR,Healthcare,Biotechnology,2.64,2.0,3.43,6.89,22.0,,1694.62,-49.3,9728.61,0.329,,96,95
PBI,Industrials,Integrated Freight & Logistics,8.05,-6.0,62.5,-17.14,4.79,,1686.11,-1.51,-8.26,18.136,,95,34
ISRL,Financial Services,Shell Companies,11.26,2.03,-1.02,-0.5,0.18,-0.56,1680.37,0.49,-8.71,,22.98,95,29
ARI,Real Estate,REIT - Mortgage,9.19,-4.0,4.3,-2.3,-3.3,3.7,1675.46,-0.94,-168.97,1.147,,95,5
NWN,Utilities,Utilities—Regulated Gas,40.36,0.0,0.41,2.83,47.66,-0.19,1665.7,2.16,-12.62,30.617,18.93,95,18
TLYS,Consumer Cyclical,Apparel Retail,4.29,281.85,0.06,-22.0,16.41,,1665.13,-1.32,-4.97,20.65,,95,44
HP,Energy,Oil & Gas Drilling,36.13,0.05,-0.12,0.01,-0.04,-0.82,1664.67,3.44,-4.2,27.494,10.5,95,46
BFLY,Healthcare,Medical Devices,2.45,-0.14,0.43,1.1,0.62,,1650.61,-0.5,18.09,0.355,,95,81
IRDM,Communication Services,Telecom Services,29.22,-0.29,0.69,-0.94,22.0,,1636.31,0.94,-0.0,6.697,31.41,95,57
SRBK,Financial Services,Banks—Regional,11.05,0.0,-0.41,60.34,42.68,3.39,1622.24,8.6,9.25,3.545,1.28,95,73
RSLS,Healthcare,Medical Devices,5.38,0.5,5.17,0.84,17.0,10.17,1619.12,24.75,-21.87,27.638,0.23,95,11
WLYB,Communication Services,Publishing,49.44,34.17,0.97,-4.94,54.67,-2.17,1607.37,-2.01,-16.92,33.365,,95,14
WLY,Communication Services,Publishing,52.07,34.17,0.97,-4.94,54.67,-2.17,1607.37,-2.01,-16.92,33.365,,95,14
PTMN,Financial Services,Asset Management,18.45,-2.44,-0.31,-0.24,-1.09,47.0,1606.5,1.32,-318.18,7.368,13.56,95,4
VSCO,Consumer Cyclical,Apparel Retail,35.85,9.2,-46.9,3.49,21.5,,1604.27,1.75,-7.43,78.526,19.98,95,37
COMP,Real Estate,Real Estate Services,6.9,-12.9,7.75,-0.59,22.81,,1602.81,-0.4,3.83,10.806,,95,66
SNPX,Healthcare,Biotechnology,2.98,-1.88,0.41,0.29,28.38,15.07,1592.34,9.84,-8.71,,0.3,95,29
ZUMZ,Consumer Cyclical,Apparel Retail,22.06,1.0,0.5,2.67,23.0,,1584.9,-2.76,-0.26,45.773,,95,57
MNTX,Industrials,Farm & Heavy Construction Machinery,5.71,-0.57,0.16,0.19,2.5,40.76,1578.96,0.53,0.64,14.764,10.77,95,59
VTLE,Energy,Oil & Gas E&P,30.55,4.75,2.87,-6.37,20.3,,1558.51,15.09,8.02,54.183,2.07,95,72
APEI,Consumer Defensive,Education & Training Services,17.35,-0.17,1.75,0.64,41.0,5.33,1556.3,0.19,2.08,34.582,91.05,95,62
DJCO,Technology,Software—Application,567.99,0.52,0.22,0.9,33.61,0.63,1546.48,32.59,-5.79,52.002,17.5,95,42
SINT,Healthcare,Medical Devices,2.895,1.87,7.1,0.88,33.93,1.6,1534.17,-2898.35,43.54,16.442,,95,88
CIO,Real Estate,REIT—Office,5.38,0.27,-1.33,-0.09,-1.2,-1.33,1499.59,-0.42,-10.36,4.329,,95,21
SLAB,Technology,Semiconductors,113.65,1.91,-0.45,0.24,-3.67,,1485.09,-7.41,-17.88,15.757,,95,13
RMBL,Consumer Cyclical,Auto & Truck Dealerships,5.55,13.5,1.21,0.55,40.5,2.59,1483.92,-10.58,1.43,47.649,,95,61
HEAR,Technology,Consumer Electronics,16.15,-36.0,11.0,1.1,1.66,41.0,1470.85,-0.06,26.07,16.814,,95,84
BEDU,Consumer Defensive,Education & Training Services,1.9,-22.0,7.3,-8.06,22.0,,1467.22,-1.56,8.03,74.423,,95,72
RELY,Technology,Software—Infrastructure,19.47,7.0,0.83,0.73,21.0,,1461.2,-0.35,35.85,6.146,,95,87
PALI,Healthcare,Biotechnology,2.54,0.38,0.3,0.23,34.83,0.77,1449.37,-18.57,277777777777769.1,,,95,96
MKL,Financial Services,Insurance—Property & Casualty,1636.14,2.56,-3.05,0.33,20.08,,1432.34,218.72,18.88,1329.539,7.55,95,81
AHCO,Healthcare,Medical Devices,9.83,0.23,7.5,94.5,22.06,,1431.52,-1.67,10.77,24.465,,95,75
