Ticker,Sector,Industry,Price,EPS QoQ (%),QoQ 2Q Algo (%),QoQ 3Q Algo (%),EPS YoY (%),YoY 2Q Algo (%),EPS RS,TTM EPS,Rev RS,TTM RPS,TTM PE,Rating (EPS RS),Rating (Rev RS)
AMBP,Consumer Cyclical,Packaging & Containers,3.8,2000000.0,-2000000.0,-2000000.0,1000000.0,0.5,33332974.43,-0.03,6.88,8.751,,98,69
CTKB,Healthcare,Medical Devices,4.11,1.25,-1.25,-5.0,1.0,-0.8,22221810.44,-0.05,-1.71,1.522,,98,46
BINI,Consumer Cyclical,Auto Manufacturers,2.14,318.88,64.45,0.98,114666.02,239.09,3834097.57,-10977651.0,406666666676516.2,875.133,,98,96
ADTX,Healthcare,Biotechnology,1.22,371.78,1.0,5.27,10926.75,,728276.44,-25.94,-5116.86,0.293,,98,4
DVLT,Technology,Software - Infrastructure,0.4015,1196.44,1.0,7.55,4457.33,,297383.87,-10.97,77.85,0.174,,98,91
ALLR,Healthcare,Biotechnology,0.9864,14.92,0.94,7.56,2655.64,,181010.28,648.26,-5.75,,0.0,98,31
EMPD,Consumer Cyclical,Auto Manufacturers,10.01,12.65,0.93,-7.1,1220.38,,81067.77,7710.67,67.01,30.411,0.0,97,91
DTSQ,Financial Services,Shell Companies,10.41,-0.45,-0.31,111.68,230.93,,57675.73,0.21,-5.75,,49.57,97,31
CNSP,Healthcare,Biotechnology,6.89,3.46,0.78,25.88,644.87,,42701.71,-63.64,-5.75,,,97,31
AZTR,Healthcare,Biotechnology,0.1679,-0.15,-0.18,15.12,562.48,,37369.02,1.72,-977.64,0.001,0.1,97,4
ATMC,Financial Services,Shell Companies,12.0295,-0.04,-0.04,-2.01,-2.75,,32915.84,0.19,-5.75,,63.68,97,31
BEAG,Financial Services,Shell Companies,10.42,1.04,25.12,-6.7,492.8,,32751.49,0.14,-5.75,,74.57,97,31
CETX,Technology,Software - Infrastructure,1.31,4.97,18.18,0.95,715.03,146.57,28752.05,-13.84,38.88,76.866,,97,88
ATCH,Technology,Software - Infrastructure,0.1843,-0.16,-39.83,6.11,376.28,,23922.66,-429.92,-1.473900555555549e+16,18.573,,97,2
EONR,Energy,Oil & Gas E&P,0.289,2.55,0.72,-4.58,7.18,,22216.36,-0.61,6.6569629999999976e+16,2.181,,97,98
ACON,Healthcare,Health Information Services,7.31,72.29,0.99,0.01,324.84,,21304.59,-11.5,48.33,0.094,,97,90
AGRI,Consumer Defensive,Farm Products,3.2,32.83,0.97,0.5,291.44,,19467.84,-33.21,2314196666666696.0,3.381,,97,97
ANSC,Financial Services,Shell Companies,10.88,0.8,4.0,-4.0,-0.11,,17491.37,0.18,-5.75,,60.5,97,31
CTLP,Technology,Software - Infrastructure,11.08,8.57,0.75,-0.25,10.17,0.75,15224.05,0.8,7.41,4.004,13.62,97,71
BTDR,Technology,Software - Application,12.94,2.5,-8.2,-1.5,214.0,,13873.69,-4.74,-54.16,1.922,,97,8
CARG,Consumer Cyclical,Auto & Truck Dealerships,31.41,-0.16,1.0,4.0,0.9,,13504.49,1.25,-3.89,8.986,23.29,97,39
FFAI,Consumer Cyclical,Auto Manufacturers,2.35,18.5,0.95,1.33,186.36,,13151.3,6.48,871111111121567.0,0.023,0.38,97,96
EDBL,Consumer Defensive,Farm Products,2.3,103.66,-14.91,0.86,137.11,,9120.54,270.29,-12.56,24.389,0.01,97,18
ERIC,Technology,Communication Equipment,7.5,0.1,-0.15,0.26,3.44,,8666.0,0.54,-9.33,73.778,13.91,97,21
CRNC,Technology,Software - Application,9.12,-9.33,2.14,-0.16,124.0,,7766.86,-0.58,-16.52,5.745,,97,15
BJDX,Healthcare,Medical Devices,1.465,0.69,0.41,31.0,116.14,,7716.33,277.2,-5.75,,0.01,96,31
BENF,Financial Services,Asset Management,0.287,-3.26,-3.06,7.04,118.97,,7415.43,-4.88,175.06,-4.365,,96,93
AVTX,Healthcare,Biotechnology,8.35,-8.26,-8.26,-1030.02,111.91,,7348.06,118.98,-110.21,0.047,0.08,96,6
ACM,Industrials,Engineering & Construction,119.21,-0.17,-0.02,0.3,107.0,,6796.79,5.05,-6.59,120.98,23.45,96,26
GAIN,Financial Services,Asset Management,13.99,0.0,1.5,3.33,209.0,4.53,6739.55,1.78,-35.88,2.55,8.02,96,10
AEON,Healthcare,Biotechnology,0.7133,-0.65,-39.9,-0.98,100.94,,6421.71,303.08,-5.75,,0.0,96,31
ASTI,Technology,Solar,2.08,0.11,0.1,4.11,45.9,,6383.35,41.49,-4.15,0.042,0.05,96,38
ENSC,Healthcare,Biotechnology,2.08,1.09,-3.76,4.14,87.6,,5865.87,110.31,-5.75,6.531,0.02,96,31
APVO,Healthcare,Biotechnology,2.14,1.52,0.6,152.08,82.87,,5471.83,-325.05,-3460000000000038.5,,,96,2
FEIM,Technology,Communication Equipment,28.16,0.0,4.71,0.12,4.71,159.0,5153.64,2.46,17.95,7.263,12.0,96,81
ANNA,Energy,Oil & Gas E&P,4.49,16.8,0.94,0.49,67.2,,4070.7,-1.02,6664049999999995.0,0.052,,96,97
BULL,Technology,Software - Application,15.32,-37.43,-1.03,29.07,126.67,,3906.31,1.24,14.78,2.999,12.1,96,79
EIX,Utilities,Utilities - Regulated Electric,54.94,0.0,0.47,0.9,2.27,125.33,3894.64,6.81,-0.59,45.438,7.9,96,49
EQT,Energy,Oil & Gas E&P,51.24,2.27,-0.75,2.3,64.5,,3856.59,1.9,58.51,12.07,26.99,96,91
CYN,Technology,Software - Application,6.69,30.64,0.97,0.5,63.07,,3854.02,-1796.29,291111111111627.1,0.542,,96,96
CCIR,Financial Services,Shell Companies,10.39,1.12,9.44,-0.5,54.47,,3325.91,0.07,-5.75,,149.0,96,31
BILI,Communication Services,Internet Content & Information,22.99,-12.0,2.16,4.24,89.0,15.23,3142.21,-0.2,13.88,67.445,,96,78
AREN,Communication Services,Internet Content & Information,6.8,-0.75,0.27,3.55,49.87,,2973.52,0.34,-4.81,3.167,19.85,96,37
GE,Industrials,Aerospace & Defense,272.02,0.03,0.05,0.03,0.65,,2915.79,7.01,1.39,38.744,39.23,96,57
BRBS,Financial Services,Banks - Regional,3.61,2.0,2.0,-4.0,48.0,,2876.54,0.36,-5.15,1.184,10.0,95,36
ALTI,Financial Services,Asset Management,4.595,11.5,1.1,-3.89,-8.5,,2495.52,-1.63,26.05,2.468,,95,85
GNLN,Consumer Defensive,Tobacco,3.07,38.69,0.97,-17.86,38.53,,2457.28,-1530.9,-220.78,2.356,,95,5
ELAB,Healthcare,Biotechnology,1.93,15.62,0.94,0.18,37.21,,2133.71,-9.44,-851418888878610.5,,,95,2
CCOI,Communication Services,Telecom Services,35.34,-0.11,-0.2,0.46,-0.78,,2109.91,-4.52,-1.96,19.276,,95,45
CPS,Consumer Cyclical,Auto Parts,24.73,0.0,-24.33,4.62,49.22,21.11,2001.39,1.69,-3.84,153.568,15.31,95,39
ETR,Utilities,Utilities - Regulated Electric,90.53,3.98,0.25,-1.25,35.35,,1986.7,4.03,3.62,28.507,22.45,95,63
CEP,Financial Services,Shell Companies,27.02,0.0,0.0,42.78,38.36,,1900.11,0.18,-5.75,,149.06,95,31
EHAB,Healthcare,Medical Care Facilities,7.8,3.63,1.39,-550.1,34.0,,1865.49,-2.66,-7.15,20.55,,95,24
BURU,Industrials,Specialty Industrial Machinery,0.22,2.3,0.7,5.79,29.9,,1856.8,0.07,976815555555413.9,0.004,3.04,95,96
CRDO,Technology,Semiconductors,119.78,0.0,6.67,1.0,3.83,61.43,1845.45,0.29,136.74,2.608,415.21,95,93
ACCS,Communication Services,Advertising Agencies,11.61,2.9,-21.17,-66.5,36.0,,1839.62,-3.46,-6.32,5.99,,95,27
CREX,Technology,Software - Application,2.33,0.94,15.5,7.0,33.0,,1835.62,-0.01,-6.35,4.624,,95,26
CTMX,Healthcare,Biotechnology,2.1,0.59,1.43,2.14,0.59,,1770.08,0.48,28.26,1.722,4.9,95,86
BNGO,Healthcare,Medical Instruments & Supplies,2.93,8.38,27.92,-1.17,30.09,,1664.21,-53.53,-22.16,16.503,,95,12
BFRI,Healthcare,Drug Manufacturers - Specialty & Generic,0.95,-1.47,4.16,-18.6,5.13,,1656.63,-0.81,5.2,5.564,,95,66
ASTE,Industrials,Farm & Heavy Construction Machinery,42.9,0.16,-0.46,4.41,2.2,,1451.44,2.01,-6.73,57.367,21.49,95,26
API,Technology,Software - Application,3.77,-1.0,33.52,-1.6,26.0,,1411.59,-0.34,-6.96,1.426,,95,25
DBRG,Financial Services,Asset Management,10.27,11.0,-11.0,-45.0,27.0,,1369.18,0.39,-44.73,1.01,26.9,95,9
CNX,Energy,Oil & Gas E&P,29.06,3.25,-0.38,-3.2,26.17,,1360.44,0.84,47.68,12.285,34.56,94,90
CXDO,Communication Services,Telecom Services,6.63,0.0,0.6,1.5,1.0,1.0,1345.62,0.1,12.69,2.313,60.1,94,77
CCL,Consumer Cyclical,Travel Services,29.01,8.17,-4.83,-4.96,5.14,,1215.95,1.91,70.68,20.032,14.85,94,91
CUK,Consumer Cyclical,Travel Services,26.66,8.17,-4.83,-4.96,5.14,,1215.95,1.91,70.68,20.032,13.76,94,91
AFRM,Technology,Software - Infrastructure,78.96,-24.0,2.24,0.19,44.0,3.16,1213.02,-0.19,31.42,9.398,,94,87
AS,Consumer Cyclical,Leisure,37.83,7.0,-2.67,12.0,23.0,,1199.9,0.37,16.29,10.493,100.54,94,80
AOUT,Consumer Cyclical,Leisure,9.47,0.0,-23.0,2.33,21.5,24.0,1195.25,-0.01,15.25,17.361,,94,79
DRUG,Healthcare,Biotechnology,34.8,-43.0,-2.0,-0.67,-2.23,45.0,1101.07,-0.4,-5.75,,,94,31
ANGO,Healthcare,Medical Instruments & Supplies,8.53,0.0,1.36,0.19,2.0,41.45,1093.62,-0.83,1.95,7.16,,94,58
COLD,Real Estate,REIT - Industrial,14.68,7.0,1.17,-12.0,24.0,,1088.02,-0.19,-7.01,9.176,,94,25
AQB,Consumer Defensive,Farm Products,0.7387,-9.7,4.9,1.26,14.03,30.0,1050.31,-21.57,-3485504444444430.5,-0.047,,94,2
DOOO,Consumer Cyclical,Recreational Vehicles,51.56,0.91,9.8,0.11,21.6,,1024.6,1.8,-10.92,104.88,28.47,94,19
CYH,Healthcare,Medical Care Facilities,2.48,22.1,4.3,4.57,22.1,,984.46,-1.47,-5.66,95.191,,94,35
EXTR,Technology,Communication Equipment,19.94,-1.0,2.33,4.25,17.67,,973.56,-0.06,18.65,8.615,,94,82
BVN,Basic Materials,Other Precious Metals & Mining,18.5,0.0,2.32,0.17,24.25,,967.44,1.64,9.7,5.149,11.18,94,74
CASK,Consumer Defensive,Beverages - Wineries & Distilleries,0.7221,0.53,0.35,-1.3,-4.67,,961.18,-2.55,-43.09,2.106,,94,9
EGHT,Technology,Software - Application,1.85,-5.0,-5.0,6.5,1.67,37.0,957.68,-0.16,-2.69,5.443,,94,43
BLFS,Healthcare,Medical Instruments & Supplies,20.64,-28.0,7.75,10.25,21.0,,918.11,-0.4,8.79,1.991,,94,72
ARTW,Industrials,Farm & Heavy Construction Machinery,3.68,30.0,0.0,0.0,30.0,8.0,901.55,0.35,-10.21,4.643,11.26,94,20
AFCG,Real Estate,REIT - Mortgage,4.46,4.6,-2.2,-12.33,19.0,,889.04,0.9,-39.6,1.931,4.97,93,9
CLNN,Consumer Defensive,Packaged Foods,3.67,6.28,0.86,-0.15,18.22,,833.73,-4.03,-10.2,0.046,,93,20
BNED,Consumer Cyclical,Specialty Retail,8.67,-176.2,6.54,-0.34,16.65,,757.4,-12.1,-3.11,85.653,,93,41
DRMA,Healthcare,Biotechnology,6.37,1.77,0.64,1.05,14.69,,722.97,-14.2,-5.75,,,93,31
GCTK,Healthcare,Medical Instruments & Supplies,5.81,13.08,0.93,-0.11,16.51,,718.75,-3442.8,-5.75,,,93,31
CRS,Industrials,Metal Fabrication,254.59,0.13,-0.01,-0.11,14.83,,711.68,7.41,6.29,57.313,33.57,93,68
ALZN,Healthcare,Biotechnology,2.245,0.0,1.11,2.12,12.21,18.84,676.25,-101.88,-5.75,,,93,31
FIVN,Technology,Software - Infrastructure,25.29,0.0,-14.0,3.5,18.0,11.0,656.36,0.12,9.06,14.602,203.25,93,73
CRC,Energy,Oil & Gas E&P,47.12,0.52,2.53,-9.72,15.08,,631.36,7.83,38.46,40.311,6.07,93,88
BIO,Healthcare,Medical Devices,265.26,0.0,12.17,-2.09,34.3,-4.88,618.08,11.1,-5.86,91.957,23.8,93,27
GNPX,Healthcare,Biotechnology,0.2214,1.87,0.65,1.44,13.85,,588.63,-1.74,-5.75,,,93,31
ACB,Healthcare,Drug Manufacturers - Specialty & Generic,4.21,-2.74,-2.74,3.64,-3.7,2.19,578.15,-0.04,6.41,6.395,,93,69
ALB,Basic Materials,Specialty Chemicals,70.06,-16000000.0,-29000000.0,33.59,11.25,,577.74,-9.33,-2.73,42.464,,93,43
DAY,Technology,Software - Application,52.8,0.44,0.29,6.0,14.0,,568.56,0.3,7.37,11.653,170.57,93,71
ASRT,Healthcare,Drug Manufacturers - Specialty & Generic,0.7241,-0.27,-2.67,0.33,-1.8,,567.84,-0.32,-19.27,1.247,,93,13
GME,Consumer Cyclical,Specialty Retail,22.65,-1.9,6.25,0.0,2.1,,531.26,0.53,-25.1,8.555,42.02,93,11
AERT,Industrials,Consulting Services,0.803,0.0,2.6,6.8,10.19,14.5,512.8,-0.46,-1.07,1.629,,93,48
FET,Energy,Oil & Gas Equipment & Services,18.16,94.22,-5.99,-1.22,10.44,,492.8,-10.06,-3.85,65.194,,93,39
FRPT,Consumer Defensive,Packaged Foods,63.98,2.31,-2.42,0.48,12.33,,481.09,0.66,13.24,21.453,95.06,93,77
ECO,Industrials,Marine Shipping,24.86,-0.05,-0.1,-1.73,-2.31,,468.23,2.48,-19.55,11.252,9.85,92,13
DLR,Real Estate,REIT - Specialty,171.23,9.1,-0.8,3.15,12.77,,448.47,3.81,3.63,17.025,44.6,92,63
GMED,Healthcare,Medical Devices,54.07,1.89,-1.0,0.65,12.0,,422.76,1.34,6.71,19.301,43.77,92,69
AUPH,Healthcare,Biotechnology,11.43,0.0,15.0,-9.0,15.0,3.29,417.18,0.43,37.94,1.861,26.44,92,88
AREB,Consumer Cyclical,Footwear & Accessories,1.3,2.71,0.73,0.33,9.54,,396.55,-83.13,38.75,114.034,,92,88
DJT,Communication Services,Internet Content & Information,17.13,0.0,-0.17,-0.2,-0.4,24.79,395.22,0.09,1633888888888905.2,0.017,188.78,92,96
BZAI,Technology,Software - Application,3.44,-0.7,-2.38,-1.11,-7.82,,385.24,-1.33,-5978333333333284.0,0.054,,92,2
FIEE,Technology,Communication Equipment,2.77,0.6,0.37,-0.29,10.8,,382.21,-0.26,-341669.04,0.0,,92,3
ATEX,Communication Services,Telecom Services,21.28,0.22,2.68,0.22,2.22,19.5,377.86,-0.61,27.66,0.325,,92,86
CING,Healthcare,Biotechnology,4.21,0.73,0.02,34.87,5.93,,367.9,-4.03,-5.75,,,92,31
AISP,Technology,Software - Infrastructure,4.69,-2.0,0.5,1.0,-2.07,2.87,367.27,-1.75,-132.79,0.474,,92,6
CLW,Basic Materials,Paper & Paper Products,22.96,3.24,-32.34,33.03,10.12,,360.63,-1.93,-0.1,93.327,,92,51
DFSC,Industrials,Aerospace & Defense,4.14,2.89,0.07,0.07,19.72,-0.61,346.34,-43.86,102.84,17.051,,92,92
APDN,Healthcare,Diagnostics & Research,4.23,0.82,-11.44,-11.44,16.29,2.09,343.25,3730.95,-26.81,77.518,0.0,92,11
CLDI,Healthcare,Biotechnology,5.76,1.31,0.57,20.54,10.28,,340.76,-13.44,-50000000000105.51,,,92,3
GDYN,Technology,Information Technology Services,8.02,1.0,-1.0,0.0,7.0,,335.65,0.2,15.39,4.779,38.4,92,79
FDSB,Financial Services,Banks - Regional,13.055,4.25,1.31,-2.22,11.18,,333.86,0.02,107.19,2.269,655.0,92,92
BAK,Basic Materials,Chemicals,3.04,12.3,12.3,5.3,2.93,31.0,333.33,-4.26,-4.08,194.264,,92,39
AZZ,Industrials,Specialty Business Services,109.08,0.67,2.05,-0.06,5.14,16.18,333.25,8.83,14.62,53.089,12.49,92,78
FRSH,Technology,Software - Application,12.95,-1000000.0,7000000.0,0.43,6.0,,329.47,-0.18,14.25,2.604,,91,78
BIVI,Healthcare,Biotechnology,2.91,2.07,0.52,0.93,12.33,3.78,321.42,-13.3,-5.75,,,91,31
ADEA,Technology,Software - Application,13.78,-2.0,0.83,1.25,10.0,,311.34,0.74,-2.8,3.483,19.23,91,42
AGNC,Real Estate,REIT - Mortgage,9.41,-9.5,-4.0,-2.9,-0.55,,305.64,0.3,-183.65,0.547,31.5,91,5
AGCO,Industrials,Farm & Heavy Construction Machinery,111.76,0.0,25.43,-9.55,36.14,-15.07,296.83,1.34,-20.79,136.355,81.79,91,13
BNZI,Technology,Software - Application,3.06,15.73,0.94,0.54,9.93,,287.04,-54.8,134.57,6.97,,91,93
COHN,Financial Services,Capital Markets,11.4,3.26,7.32,-2.1,2.79,,274.58,1.12,280.88,79.422,10.21,91,94
GIFT,Communication Services,Internet Content & Information,1.0412,0.23,0.19,0.87,0.18,,262.67,-0.71,308.76,3.374,,91,94
ELLO,Utilities,Utilities - Renewable,18.2,0.0,0.0,10.75,2.68,2.4,257.64,0.48,-1.96,3.197,37.62,91,45
ARLO,Industrials,Building Products & Equipment,16.43,4.0,-0.25,2.0,9.0,,248.91,-0.07,-6.75,4.995,,91,26
CLBK,Financial Services,Banks - Regional,14.12,3.33,-4.5,0.5,10.0,,237.13,0.07,1.21,1.84,204.71,91,56
BP,Energy,Oil & Gas Integrated,34.19,1.39,3.83,-10.79,14.35,,232.96,0.25,-3.71,17.4285,136.56,91,40
CMPR,Industrials,Specialty Business Services,55.48,0.0,5.9,-0.54,17.33,0.12,217.22,5.83,-2.15,136.539,9.5,91,45
ENVB,Healthcare,Biotechnology,1.11,0.98,0.49,0.04,6.55,,213.21,-11.05,-5.75,,,91,31
BTAI,Healthcare,Biotechnology,3.41,1.38,0.43,-0.52,8.26,,213.16,-11.12,416666666666533.6,0.568,,91,96
ALL,Financial Services,Insurance - Property & Casualty,205.0,2.69,-2.36,0.63,5.89,,210.8,21.26,0.79,250.021,9.73,91,54
FIHL,Financial Services,Insurance - Diversified,16.4,1.87,-2.24,0.91,-2.82,,198.03,-0.09,26.78,22.503,,91,85
FGEN,Healthcare,Biotechnology,7.96,-2.6,2.06,-0.06,7.6,,196.64,-30.0,-592.65,1.74,,91,4
AUUD,Technology,Software - Application,2.58,0.6,0.38,0.72,7.73,,194.94,-27.8,-5.75,,,91,31
CHGG,Consumer Defensive,Education & Training Services,1.12,-1.83,33.17,1.93,-16.0,,191.69,-2.57,-37.54,4.821,,90,10
ERNA,Healthcare,Biotechnology,1.6474,15.9,0.94,-3.82,7.2,,190.14,-32.7,-237777777777699.56,0.313,,90,3
FSHP,Financial Services,Shell Companies,10.4901,0.0,0.08,0.08,6.0,8.13,184.22,0.33,-5.75,,31.79,90,31
GDS,Technology,Information Technology Services,37.27,1.8,2.25,0.14,3.04,13.34,181.98,0.11,5.51,57.42,330.64,90,67
AEMD,Healthcare,Medical Devices,1.34,0.0,0.54,0.7,5.58,9.54,180.37,-8.58,-638049999999995.2,,,90,2
GILT,Technology,Communication Equipment,8.99,2.55,-2.91,0.75,7.5,,179.03,0.4,23.05,6.131,21.98,90,84
BNR,Healthcare,Diagnostics & Research,6.42,5.08,-1.26,2.0,8.15,,178.95,-3.22,-1.58,50.217,,90,46
BOLD,Healthcare,Biotechnology,1.14,0.01,0.02,0.02,0.1,16.28,166.75,-2.48,-5.75,,,90,31
ARGX,Healthcare,Biotechnology,672.35,0.0,0.29,0.41,10.58,3.67,158.91,19.66,88.37,2.05748,33.66,90,92
CPNG,Consumer Cyclical,Internet Retail,27.81,-2.0,-0.5,1.25,3.0,,158.83,0.2,7.02,17.879,139.15,90,70
ACNT,Basic Materials,Steel,12.96,3.83,-1.3,5.1,8.22,,150.25,-1.07,-23.82,17.246,,90,12
CCG,Communication Services,Internet Content & Information,0.7814,0.0,7.2,0.32,9.4,,148.38,-0.11,12.1,44.503,,90,76
EXAS,Healthcare,Diagnostics & Research,43.16,53.0,7.65,-21.24,8.0,,145.64,-5.45,10.27,15.767,,90,74
ENFY,Basic Materials,Agricultural Inputs,0.995,4.83,-1.92,2.79,12.17,0.14,144.56,-1.25,-35.77,5.375,,90,10
ABL,Financial Services,Insurance - Life,5.5,6.0,6.0,-8.0,3.5,,144.49,-0.27,88.02,1.702,,90,92
ENLT,Utilities,Utilities - Renewable,23.34,-0.07,0.74,2.83,9.71,4.71,134.44,0.17,37.69,3.609,140.12,90,88
FRST,Financial Services,Banks - Regional,10.92,2.56,-12.8,-5.4,8.2,,132.35,0.36,41.69,5.456,31.0,90,88
DCTH,Healthcare,Medical Devices,10.19,1.67,4.67,-2.83,7.0,,126.16,0.09,332.09,2.141,111.22,90,94
FOXO,Healthcare,Health Information Services,0.1159,1.53,0.6,0.6,5.54,,125.22,-14.43,29667.42,7.222,,90,95
ALLT,Technology,Software - Infrastructure,7.5,-2.0,2.0,8.0,6.0,,122.52,-0.09,-7.63,2.382,,89,24
ESHA,Financial Services,Shell Companies,11.15,-13.0,-13.0,0.0,-2.33,,118.9,0.14,-5.75,,80.57,89,31
CPSH,Technology,Electronic Components,2.74,0.0,8.0,0.0,8.0,,115.13,-0.13,33.72,1.774,,89,87
FEAM,Basic Materials,Specialty Chemicals,3.47,7.62,-0.05,0.61,14.95,0.14,113.85,-10.63,-5.75,,,89,31
CVNA,Consumer Cyclical,Auto & Truck Dealerships,357.75,-0.19,1.64,-0.13,8.0,,107.87,4.03,22.54,124.317,86.24,89,84
CERT,Healthcare,Health Information Services,11.26,-4.0,-0.33,5.0,7.0,,104.73,0.05,5.8,2.522,218.8,89,68
CTM,Technology,Information Technology Services,1.22,0.5,0.33,0.5,7.0,,100.5,-0.11,4.46,0.729,,89,65
CDLR,Industrials,Engineering & Construction,21.2,2.33,2.33,0.7,7.0,,99.33,1.21,179.6,3.88,17.29,89,93
ALAB,Technology,Semiconductors,170.89,0.63,0.27,4.0,7.2,,94.0,0.81,141.94,3.75,221.33,89,93
BWFG,Financial Services,Banks - Regional,39.0,0.32,1.75,0.33,7.29,,89.63,2.64,8.83,10.59,15.1,89,72
EXE,Energy,Oil & Gas E&P,100.01,4.84,0.62,-1.02,3.35,,85.72,-0.03,414.81,42.289,,89,94
AYRO,Consumer Cyclical,Auto Manufacturers,5.83,0.12,0.11,-4.12,6.3,,85.09,-12.16,-389006666666802.4,0.012,,89,3
FFWM,Financial Services,Banks - Regional,4.9,3.12,6.24,-25.6,7.0,,82.3,-1.49,-13.2,1.328,,89,17
CURI,Communication Services,Broadcasting,4.25,3.5,1.4,-0.5,10.0,2.6,81.12,-0.09,5.46,1.078,,89,67
GDC,Communication Services,Electronic Gaming & Multimedia,3.28,1.75,0.64,0.08,6.0,,79.32,-0.97,-5.75,,,89,31
BANC,Financial Services,Banks - Regional,14.42,-0.08,29.0,-13.0,1.17,,74.0,0.65,-17.97,5.721,22.37,89,14
ERO,Basic Materials,Copper,13.77,-0.13,0.32,0.46,2.31,12.0,68.94,1.38,22.0,5.182,10.11,89,83
ELUT,Healthcare,Medical Devices,1.98,1.6,-9.67,38.67,6.5,,68.91,-1.32,-23.81,0.724,,89,12
AMRX,Healthcare,Drug Manufacturers - Specialty & Generic,8.21,3.5,-197.41,-40.68,8.5,,63.43,0.01,1.31,9.171,854.0,89,56
FOA,Financial Services,Credit Services,24.48,3.0,-2.43,41.38,4.81,,61.17,14.85,-129.67,51.365,1.66,88,6
EGBN,Financial Services,Banks - Regional,16.115,-7.5,-0.41,4.86,7.0,,58.12,-1.02,-11.72,3.86,,88,18
ECVT,Basic Materials,Specialty Chemicals,8.2,2.67,7.67,-3.17,-0.4,,52.15,-0.12,2.5,6.203,,88,59
DAO,Consumer Defensive,Education & Training Services,8.75,-0.09,-0.04,2.15,4.91,,50.6,0.17,-6.48,47.185,51.65,88,26
ENTO,Healthcare,Biotechnology,0.4,0.55,0.36,5.54,-12.14,,46.22,-8.07,-5.75,,,88,31
