Ticker,Sector,Industry,Price,EPS QoQ (%),QoQ 2Q Algo (%),QoQ 3Q Algo (%),EPS YoY (%),YoY 2Q Algo (%),EPS RS,TTM EPS,Rev RS,TTM RPS,TTM PE,Rating (EPS RS),Rating (Rev RS)
IRWD,Healthcare,Drug Manufacturers—Specialty & Generic,4.21,2.0,-2.0,-11.0,683.0,,45652.78,0.08,-19.6,2.549,52.56,99,15
ATNF,Healthcare,Biotechnology,1.37,169.0,6.79,0.87,1338.0,13.37,45282.34,-11.2,-11.91,,,98,30
RBC,Industrials,Tools & Accessories,281.23,0.0,0.37,-0.13,1260.43,0.28,42208.65,6.78,4.38,54.524,41.05,98,72
GODN,Financial Services,Shell Companies,10.99,6.37,-2.28,-0.7,0.7,38.2,42144.69,0.27,-11.91,,40.74,98,30
WEX,Technology,Software—Infrastructure,212.12,0.18,-0.27,3.65,-0.2,,36788.75,5.77,-1.59,62.581,36.48,98,62
KAR,Consumer Cyclical,Auto & Truck Dealerships,15.81,-14.58,1.5,1.0,506.74,,34029.19,0.08,-7.04,15.239,194.0,98,48
ASTI,Technology,Solar,2.705,6.57,3.31,0.77,947.57,63.55,33896.57,7068.0,-105.69,1.79,0.0,98,6
ESHA,Financial Services,Shell Companies,10.62,-0.14,0.33,16.61,358.12,,25319.47,0.36,-11.91,,29.5,98,30
EHAB,Healthcare,Medical Care Facilities,7.12,-3.51,14.0,-1.6,372.25,,24959.9,-0.17,-12.68,20.817,,98,24
TMTC,Financial Services,Shell Companies,11.22,-0.47,0.27,0.38,-0.53,4.28,23391.68,0.26,-11.91,,43.15,98,30
KNDI,Consumer Cyclical,Auto Parts,1.71,0.29,0.41,-4.47,3.0,,21135.8,-0.04,41.44,1.466,,98,89
RNAZ,Healthcare,Biotechnology,0.5409,-0.14,51.19,0.98,191.41,397.57,19888.65,268.14,-11.91,,0.0,98,30
BCAN,Technology,Software - Application,8.01,6759.99,-0.8,-3.95,576.0,-17.22,18714.08,-1099.74,27.13,7.624,,98,86
ZVSA,Healthcare,Biotechnology,2.29,0.37,2.98,0.75,510.82,29.0,18129.02,1163.36,-11.91,,0.0,98,30
CRKN,Basic Materials,Specialty Chemicals,1.17,2.31,3.12,0.76,460.85,36.54,16858.1,3117.84,58888888897185.09,10.23,0.0,98,96
PHUN,Technology,Software—Application,3.55,50.56,11.62,0.92,483.37,5.27,16461.58,-14.37,-40.83,0.804,,98,8
XELA,Technology,Software—Application,2.03,-0.03,-0.04,-0.04,0.18,461.76,16358.23,-16.63,-21.57,160.482,,98,13
AIRS,Healthcare,Medical Care Facilities,5.26,-2.67,1.86,2.17,-3.0,404.21,13130.47,-0.06,-0.82,3.373,,98,64
LSH,Industrials,Integrated Freight & Logistics,2.81,0.0,0.0,425.0,212.0,-1.0,12890.42,-0.04,12.12,3.053,,98,80
LUMN,Communication Services,Telecom Services,6.48,-2.2,34.83,-24.37,176.6,,11885.7,-2.1,-24.14,13.927,,98,12
TLSI,Healthcare,Medical Devices,4.26,1.86,1.6,-11.0,169.67,,11843.82,52.25,44.02,1.178,0.08,98,89
YPF,Energy,Oil & Gas Integrated,23.59,-0.26,1.81,2.23,0.53,0.91,11221.16,-2.1,4.33,29648.668,,98,72
BOC,Industrials,Conglomerates,14.45,0.29,-0.29,-0.4,-2.4,0.22,10611.05,-0.33,5.51,3.239,,98,74
IRM,Real Estate,REIT—Specialty,120.49,-1.08,-0.12,-0.11,305.9,0.14,10356.41,0.78,0.01,19.885,152.92,98,65
SCNX,Healthcare,Pharmaceutical Retailers,7.02,-16.76,1.57,2.74,-5.72,305.31,10122.81,-24.38,-1262.38,7.171,,98,3
PRSO,Technology,Semiconductors,1.79,-69.28,465.54,-14.6,141.13,,9583.04,-16.49,49.4,8.774,,98,89
SLG,Real Estate,REIT—Office,67.16,-6.0,13.25,-5.45,139.75,,9375.52,-2.71,-25.06,14.092,,98,12
SNCR,Technology,Software—Infrastructure,11.93,-23.0,15.83,-5.59,114.0,,7784.35,-1.93,-15.59,16.963,,98,19
CARG,Consumer Cyclical,Auto & Truck Dealerships,30.54,-4.3,2.05,-2.05,-5.71,,7761.66,-0.48,-11.05,8.061,,98,37
BNTX,Healthcare,Biotechnology,117.47,-1.56,-3.09,-3.09,-3.25,-2.58,7676.36,-2.34,353.64,11.212,,98,94
SITC,Real Estate,REIT—Retail,17.35,9.62,-8.08,3.18,111.0,,7643.8,8.52,-22.83,9.663,2.02,98,13
GE,Industrials,Aerospace & Defense,189.28,-0.22,-0.04,5.08,59.0,,7323.93,3.69,-10.93,63.738,51.03,98,37
MULN,Consumer Cyclical,Auto Manufacturers,2.25,1.45,-0.27,35.87,139.86,59.19,7230.93,209660.02,406666666666406.6,2.51,0.0,98,96
BCSA,Financial Services,Shell Companies,11.55,-3.08,0.89,8.5,-3.36,206.29,6953.71,0.59,-11.91,,19.49,98,30
QRVO,Technology,Semiconductors,102.16,-5.58,46.99,-2.31,103.41,,6952.85,-0.28,11.22,41.376,,98,79
BFRI,Healthcare,Drug Manufacturers - Specialty & Generic,0.8304,56.6,0.31,0.23,143.6,0.94,6633.19,-2.74,18.09,11.573,,98,83
SBXC,Financial Services,Shell Companies,10.73,0.0,0.0,0.0,0.17,6.0,6588.89,0.27,-11.91,,39.74,98,30
GLAC,Financial Services,Shell Companies,10.56,-13.73,1.01,70.01,134.32,46.45,6392.27,0.09,-11.91,,116.67,98,30
CALM,Consumer Defensive,Farm Products,89.9,0.01,0.01,7.6,153.0,-0.09,6049.15,8.73,43.65,54.437,10.28,98,89
SLNG,Energy,Oil & Gas Integrated,4.58,-54.06,0.0,9.0,83.59,,5961.4,0.15,23.56,3.864,30.6,98,85
DOCU,Technology,Software - Application,69.25,26.12,-0.09,-0.09,107.5,59.15,5778.56,4.72,1.02,13.937,14.67,98,67
SGD,Real Estate,Real Estate—Development,3.79,1.0,0.6,0.37,-0.65,-1.87,5752.9,-9.13,281079999999988.1,0.111,,98,96
NXU,Industrials,Electrical Equipment & Parts,0.252,0.65,17.63,0.95,109.2,54.1,5681.13,72.45,873333333333321.5,0.097,0.0,98,96
FTK,Energy,Oil & Gas Equipment & Services,4.95,0.4,-0.4,0.75,80.73,,5640.6,0.06,7.22,5.976,81.5,98,76
MARX,Financial Services,Shell Companies,11.035,-3.13,-4.0,-1.01,-8.08,-0.5,5629.93,0.24,-11.91,,45.92,98,30
MKSI,Technology,Scientific & Technical Instruments,108.95,0.55,5.64,-2.73,78.85,,5360.36,0.15,-15.19,53.433,713.0,98,20
FFIE,Consumer Cyclical,Auto Manufacturers,2.45,1.13,8.09,0.89,79.81,72.06,5302.38,866.4,2824444444444432.5,0.378,0.0,98,97
CDXC,Consumer Defensive,Packaged Foods,3.25,49.25,0.0,0.0,149.75,2.0,5262.26,-0.03,0.09,1.137,,98,65
FFWM,Financial Services,Banks—Regional,6.64,4.0,-4.0,0.25,76.2,,5221.4,0.15,-19.17,4.085,45.43,98,15
ZURA,Healthcare,Biotechnology,3.98,-7.5,4.0,0.8,6.71,137.0,5123.33,0.57,-11.91,,6.75,97,30
TAC,Utilities,Utilities—Independent Power Producers,10.2,-3.0,-0.48,-0.32,-0.28,-0.53,5092.42,1.39,-11.08,10.709,7.38,97,37
HOG,Consumer Cyclical,Recreational Vehicles,33.96,-0.05,8.11,-6.37,0.32,,4884.34,4.94,0.63,43.311,6.84,97,67
LTH,Consumer Cyclical,Leisure,24.97,1.08,0.53,1.12,2.0,-0.08,4808.29,0.53,11.59,12.21,46.66,97,79
VERB,Technology,Software—Application,6.91,4.5,2.59,0.72,121.5,13.45,4722.0,-6.0,-13784.89,0.516,,97,3
UXIN,Consumer Cyclical,Auto & Truck Dealerships,5.98,32.38,0.97,0.0,64.76,,4455.89,-44.73,14.54,27.997,,97,81
AGRO,Consumer Defensive,Farm Products,11.02,-3.81,-0.28,-0.22,-3.57,1.26,4452.13,2.02,-4.54,12.555,5.49,97,55
REVB,Healthcare,Biotechnology,0.7999,-1.09,2.06,0.67,0.14,-19.5,4293.45,-33.18,-11.91,,,97,30
INOD,Technology,Information Technology Services,15.56,-62.85,-1.0,5.0,60.85,,4277.12,0.11,36.6,3.739,140.55,97,88
WRAP,Technology,Scientific & Technical Instruments,1.51,20.96,0.95,0.71,60.31,,4190.2,-0.62,70.82,0.16,,97,91
ALTM,Basic Materials,Specialty Chemicals,5.55,7.0,-9.68,-0.91,-1.62,-26.0,4180.39,0.34,9.81,1.215,16.34,97,78
LILA,Communication Services,Telecom Services,9.45,-88.58,-59.54,-1.02,-2.29,121.15,4172.76,-0.43,-9.79,22.185,,97,41
LILAK,Communication Services,Telecom Services,9.35,-88.58,-59.54,-1.02,-2.29,121.15,4172.76,-0.43,-9.79,22.185,,97,41
LFCR,Healthcare,Drug Manufacturers—Specialty & Generic,4.535,-52.0,-52.0,0.09,-0.51,118.0,4169.69,0.13,-8.44,4.199,34.46,97,44
ABM,Industrials,Specialty Business Services,52.54,-8.86,-0.01,-0.56,-20.14,-0.13,4129.4,2.42,-6.06,129.802,21.45,97,51
XXII,Consumer Defensive,Tobacco,0.1817,223.0,0.13,0.11,112.38,6.31,4111.23,-22.9,-11.08,5.468,,97,37
TREE,Financial Services,Financial Conglomerates,56.28,6.25,-11.25,12.66,59.0,,4096.03,-9.83,-5.93,50.989,,97,51
HFFG,Consumer Defensive,Food Distribution,3.4,31.96,-6.0,0.67,62.92,,4025.69,0.08,-0.11,21.853,42.5,97,65
RSI,Consumer Cyclical,Gambling,11.01,7.01,1.0,2.0,63.05,,4003.36,-0.09,23.02,10.779,,97,85
NXTT,Technology,Software—Application,1.19,-5.74,1.07,16.19,-1.13,114.75,3938.42,3.77,-1.3053318888888888e+16,0.377,0.33,97,2
HAYW,Industrials,Electrical Equipment & Parts,14.5,2.4,-0.1,-0.09,0.21,0.25,3902.6,0.41,-9.37,4.65,35.5,97,42
SWI,Technology,Software—Infrastructure,13.2,-0.29,26.97,4.77,43.19,,3881.76,0.12,-8.3,4.638,109.88,97,45
SVII,Financial Services,Shell Companies,11.3,0.0,-0.06,-0.05,-2.87,0.12,3834.26,-0.12,-11.91,,,97,30
IBAC,Financial Services,Shell Companies,10.02,2.17,-8.42,-0.99,4116.23,-3996.34,3806.53,0.11,-11.91,,91.0,97,30
GOEV,Consumer Cyclical,Auto Manufacturers,0.9525,23.44,-11.22,-0.29,54.44,,3805.27,-6.1,4033333333333322.0,0.033,,97,97
OSS,Technology,Computer Hardware,2.455,-0.83,1.0,0.5,0.09,-2.0,3721.53,-0.36,-30.23,2.5,,97,10
URBN,Consumer Cyclical,Apparel Retail,36.19,0.91,0.29,-0.75,0.12,,3691.0,3.27,-2.76,57.241,11.01,97,59
ULY,Technology,Software—Application,0.6249,0.11,-13.51,6.24,46.68,,3671.89,179.66,-26.01,17.653,0.0,97,11
SONN,Healthcare,Biotechnology,4.95,-9.75,4.87,4.26,3.21,95.37,3616.29,-0.96,291695555555524.25,0.118,,97,96
SSP,Communication Services,Broadcasting,2.49,0.0,20.15,-15.7,53.0,,3590.94,-3.65,-9.71,27.297,,97,41
SEEL,Healthcare,Biotechnology,2.91,3.35,-6.5,-1.18,79.91,16.9,3410.64,351.04,-11.91,23.168,0.01,97,30
MLKN,Consumer Cyclical,"Furnishings, Fixtures & Appliances",24.21,-8.25,-1.14,-0.45,-12.0,110.6,3398.27,0.87,-10.61,49.606,27.14,97,38
TRGP,Energy,Oil & Gas Midstream,163.4,0.09,0.12,0.13,-0.07,40.0,3281.44,4.75,2.12,73.064,34.17,97,69
LNW,Consumer Cyclical,Gambling,96.08,0.01,0.05,0.05,93.0,2.79,3264.42,3.31,2.57,34.0,28.71,97,70
AVDX,Technology,Software - Infrastructure,7.71,3.34,3.06,1.0,43.73,,3129.07,-0.06,7.35,2.022,,97,76
WHLR,Real Estate,REIT—Retail,9.76,0.48,89.53,0.99,54.53,31.24,3066.57,-4416.21,-1.85,960.828,,97,61
TBMC,Financial Services,Shell Companies,11.03,-0.66,-0.25,-0.2,-0.8,4.5,3046.94,0.23,-11.91,,47.91,97,30
FTI,Energy,Oil & Gas Equipment & Services,27.09,0.19,2.0,-0.75,3.15,,3039.56,1.1,2.59,19.597,24.96,97,70
BORR,Energy,Oil & Gas Drilling,5.24,1.17,-0.83,89.09,38.78,,2989.7,0.3,32.48,3.667,17.6,97,87
FOA,Financial Services,Credit Services,10.07,2.81,-9.62,2.09,42.1,,2971.59,-0.34,-59.61,38.622,,97,7
CVEO,Consumer Cyclical,Lodging,27.41,2.63,-3.69,-3.69,0.9,0.2,2946.11,2.35,-4.89,48.354,11.77,97,54
ECVT,Basic Materials,Specialty Chemicals,6.56,6.0,-25.0,0.86,-2.14,,2897.53,0.48,-8.07,5.91,13.66,97,45
POST,Consumer Defensive,Packaged Foods,113.08,0.04,0.1,0.35,0.11,,2887.93,5.36,-4.0,129.831,21.11,97,57
PDLB,Financial Services,Banks—Regional,11.14,0.27,4.5,-5.0,38.34,,2875.53,0.39,1.26,3.664,28.44,97,68
AVNS,Healthcare,Medical Devices,22.46,3.0,-12.5,3.87,37.5,,2813.99,0.15,-11.76,14.739,147.4,97,35
FARO,Technology,Scientific & Technical Instruments,17.92,11.67,-5.75,6.75,48.67,,2788.22,-0.78,-14.96,18.453,,97,20
NOG,Energy,Oil & Gas E&P,39.08,10.5,-31.67,13.0,-0.37,,2781.71,5.68,44.55,20.065,6.92,97,89
CRH,Basic Materials,Building Materials,90.05,10.81,-5.19,-0.65,38.8,,2777.35,4.8,25.08,50.158,18.85,97,85
DBGI,Consumer Cyclical,Apparel Retail,0.1928,-3.52,15.32,0.94,-2.96,58.74,2738.83,-23.0,-19.52,11.245,,96,15
CCTS,Financial Services,Shell Companies,11.43,-13.6,0.8,4.06,-0.2,72.0,2737.57,0.39,-11.91,,29.36,96,30
JAGX,Healthcare,Biotechnology,1.29,-0.12,5.33,0.81,34.5,,2718.41,4.79,2.55,11.616,0.27,96,70
KTRA,Healthcare,Biotechnology,0.1859,0.0,3.8,6.62,36.7,37.8,2698.5,-0.32,-11.91,,,96,30
RMCO,Financial Services,Asset Management,0.9356,-2.0,2.86,1.54,40.0,51.69,2667.33,-0.11,213.28,0.03,,96,93
AGFY,Industrials,Farm & Heavy Construction Machinery,3.72,-4.43,2.22,2.22,30.36,21.06,2658.42,9.0,-41.7,21.044,0.34,96,8
INBS,Healthcare,Medical Devices,1.53,0.0,16.37,-0.99,27.37,47.02,2653.77,-6.38,1396524444444491.5,1.954,,96,97
CTLP,Technology,Information Technology Services,9.0,0.0,0.5,1.0,0.5,-0.5,2621.77,0.15,2.67,3.689,59.21,96,70
TOUR,Consumer Cyclical,Travel Services,1.15,2.0,-0.87,-0.47,66.73,3.0,2608.07,-0.09,11.72,4.085,,96,79
UP,Industrials,Airports & Air Services,2.18,0.0,12.04,0.92,43.86,27.43,2564.5,6.3,-49.03,2.05,0.33,96,8
ROIV,Healthcare,Biotechnology,11.51,-24.0,-0.96,16.92,3.92,66.0,2555.17,5.73,118.82,0.204,2.07,96,92
EDBL,Consumer Defensive,Farm Products,0.1975,10.28,-18.78,6.0,35.52,,2490.82,-31.21,40.64,21.628,,96,88
TLGY,Financial Services,Shell Companies,11.58,-68.75,-1.06,-0.52,62.03,7.0,2462.2,0.38,-11.91,,30.45,96,30
JLL,Real Estate,Real Estate Services,261.08,0.27,-1.61,1.9,34.4,,2456.13,7.94,-1.64,457.252,32.27,96,62
CLST,Financial Services,Banks - Regional,11.46,9.77,-15.25,1.67,34.64,,2453.4,-0.91,10.83,1.058,,96,79
TRV,Financial Services,Insurance—Property & Casualty,231.47,-1.1,-0.45,3.04,34.14,,2450.9,15.79,-1.09,192.627,14.77,96,63
AGRI,Consumer Defensive,Farm Products,0.0684,1.89,7.25,0.88,55.22,12.92,2444.87,-1.71,293523333333321.44,0.005,,96,96
TTOO,Healthcare,Diagnostics & Research,1.62,3.16,0.15,0.13,11.25,48.54,2438.68,29.7,-32.44,0.999,0.05,96,10
SYRE,Healthcare,Biotechnology,27.48,0.4,3.39,0.77,65.03,3.07,2437.29,10.89,1.6234444444444334e+16,,2.5,96,98
KRYS,Healthcare,Biotechnology,171.98,17.0,-47.5,-0.98,3.31,59.67,2417.4,3.95,5.248922222222222e+17,5.877,43.69,96,99
HITI,Healthcare,Pharmaceutical Retailers,2.23,32.54,12.73,4.1,5.0,62.09,2407.97,-0.3,20.33,6.536,,96,84
WNC,Industrials,Farm & Heavy Construction Machinery,18.21,0.62,-1.75,-0.07,-1.42,,2395.76,3.26,-21.51,50.132,5.57,96,14
BLRX,Healthcare,Biotechnology,0.4598,2.58,15.11,0.94,50.49,14.61,2356.85,-0.45,4.128666666666666e+16,0.24,,96,98
ASNS,Technology,Communication Equipment,1.38,49.0,-0.22,-0.28,67.0,1.18,2352.19,-1.4,36.06,1.772,,96,88
SCYX,Healthcare,Drug Manufacturers—Specialty & Generic,1.48,-31.0,2.5,1.67,-9.53,72.0,2309.72,-0.74,1.4625555555543982e+16,0.201,,96,98
BRNS,Healthcare,Biotechnology,1.17,-0.07,-0.04,-0.04,0.44,0.2,2292.93,-1.64,-2226666666665633.2,,,96,2
BBGI,Communication Services,Broadcasting,12.44,-39.02,-797.45,11.71,34.0,,2244.15,-41.0,-12.18,159.637,,96,25
CMND,Healthcare,Biotechnology,1.4,-1.11,2.21,0.85,3.12,58.36,2218.8,-1.23,-11.91,,,96,30
GNLN,Consumer Defensive,Tobacco,4.49,6.03,0.62,0.38,45.83,5.4,2176.56,18.78,-450.89,61.566,0.23,96,4
ENTO,Healthcare,Biotechnology,0.4,2.03,2.03,3.11,12.69,,2156.75,-11.04,-11.91,,,96,30
KEP,Utilities,Utilities—Regulated Electric,7.42,-7.64,-1.3,0.63,30.28,,2154.93,1.54,-4.0,70696.63,4.77,96,57
VALN,Healthcare,Biotechnology,5.75,0.0,0.49,0.95,55.0,4.23,2146.25,-0.53,-11.38,2.292,,96,36
KLXE,Energy,Oil & Gas Equipment & Services,5.5,1.82,-1.38,-2.23,-2.45,,2137.32,-2.01,-20.75,47.659,,96,14
NABL,Technology,Information Technology Services,12.55,0.25,-0.25,0.67,1.5,,2131.99,0.18,0.77,2.445,69.58,96,67
BANC,Financial Services,Banks - Regional,14.07,0.0,38.92,-7.15,23.25,,2128.1,-4.25,249.09,2.937,,96,93
SONM,Technology,Communication Equipment,2.9,-19.14,-1.33,-4.0,-12.75,-8.0,2079.21,-22.62,-100.62,15.959,,96,6
GOTU,Consumer Defensive,Education & Training Services,3.64,-34.43,8.86,-1.09,-8.75,,2078.04,-0.34,0.21,13.503,,96,66
CNDT,Technology,Information Technology Services,4.12,1.39,22.0,68.0,28.5,,2048.24,0.18,-20.19,17.458,21.97,96,14
INFA,Technology,Software—Infrastructure,25.79,-0.5,-6.33,-0.23,27.5,,2009.52,0.56,-5.39,5.569,46.37,96,53
GRI,Healthcare,Biotechnology,0.43,0.56,2.58,0.72,47.65,7.62,1951.59,57.07,-11.91,,0.01,96,30
AIR,Industrials,Aerospace & Defense,62.56,0.92,-0.54,-0.67,26.0,,1909.49,1.81,5.68,69.011,32.92,96,74
MKTW,Financial Services,Financial Data & Stock Exchanges,0.5486,-0.25,0.84,5.38,32.93,0.0,1902.33,0.08,-7.75,12.174,7.59,96,46
LNTH,Healthcare,Drug Manufacturers—Specialty & Generic,109.27,-1.15,-0.01,-0.01,-0.55,48.75,1901.2,6.08,23.52,20.913,17.8,96,85
CTMX,Healthcare,Biotechnology,1.15,-3.12,0.62,1.62,-3.0,4.4,1884.41,0.15,-5.36,1.452,7.5,96,53
CXDO,Communication Services,Telecom Services,5.05,0.0,-1.25,-0.56,2.0,4.0,1883.12,0.1,15.0,2.171,49.55,96,81
BHF,Financial Services,Insurance - Life,45.17,57.42,0.79,-3.12,21.63,,1868.11,-15.79,418.01,63.02,,96,94
THAR,Healthcare,Biotechnology,2.01,0.18,6.74,0.87,20.51,29.74,1837.35,20.67,-11.91,,0.09,96,30
SAR,Financial Services,Asset Management,24.84,0.23,2.26,-3.1,25.0,,1829.62,1.21,242.44,11.485,19.79,96,93
INSG,Technology,Communication Equipment,19.2,21.0,1.91,0.48,24.5,,1822.75,-3.73,-10.72,16.535,,95,38
BBLG,Healthcare,Medical Devices,1.71,0.96,1.36,0.58,6.78,41.14,1795.85,-17.24,-11.91,,,95,30
BSFC,Consumer Defensive,Packaged Foods,0.5185,0.32,1.12,0.53,19.18,26.5,1790.02,36.46,-20.58,12.84,0.01,95,14
BIOR,Healthcare,Biotechnology,0.5303,2.0,3.43,6.89,22.0,,1783.17,-4.93,9725.42,0.033,,95,95
MG,Industrials,Security & Protection Services,11.15,6.0,3.67,3.25,20.0,,1775.2,-0.2,-4.66,24.006,,95,55
PBI,Industrials,Integrated Freight & Logistics,6.85,-6.0,62.5,-17.14,4.79,,1774.66,-1.51,-11.45,18.522,,95,36
FORM,Technology,Semiconductor Equipment & Materials,47.49,-0.12,-2.5,15.33,24.0,,1772.32,1.54,5.34,9.111,30.04,95,73
ISRL,Financial Services,Shell Companies,11.22,2.03,-1.02,-0.5,0.18,-0.56,1768.91,0.49,-11.91,,22.87,95,30
ASTE,Industrials,Farm & Heavy Construction Machinery,30.67,-5.07,-3.33,3.24,-2.05,,1763.9,-0.11,-9.63,56.887,,95,41
ARI,Real Estate,REIT - Mortgage,8.65,4.3,-2.3,-2.3,3.7,-3.37,1761.51,0.05,264.54,1.243,172.6,95,93
NWN,Utilities,Utilities—Regulated Gas,39.25,0.0,0.41,2.83,47.66,-0.19,1754.24,2.16,-15.81,30.617,18.04,95,19
TLYS,Consumer Cyclical,Apparel Retail,4.53,281.85,0.06,-22.0,16.41,,1753.68,-1.38,-8.17,20.65,,95,45
HP,Energy,Oil & Gas Drilling,34.56,0.05,-0.12,0.01,-0.04,-0.82,1753.21,3.44,-7.39,27.494,10.25,95,47
BFLY,Healthcare,Medical Devices,1.91,0.0,1.1,-0.62,0.4,0.7,1734.15,-0.52,3.49,0.341,,95,71
RSLS,Healthcare,Medical Devices,4.98,0.5,5.17,0.84,17.0,10.17,1707.67,23.78,-25.06,27.638,0.21,95,12
WLY,Communication Services,Publishing,49.73,34.17,0.97,-4.94,54.67,-2.17,1695.92,-2.01,-20.11,33.365,,95,14
WLYB,Communication Services,Publishing,49.23,34.17,0.97,-4.94,54.67,-2.17,1695.92,-2.01,-20.11,33.365,,95,14
PTMN,Financial Services,Asset Management,18.28,-2.44,-0.31,-0.24,-1.09,47.0,1695.04,1.32,-321.37,7.368,13.8,95,4
VSCO,Consumer Cyclical,Apparel Retail,24.59,9.2,-46.9,3.49,21.5,,1692.82,1.75,-10.62,78.526,14.34,95,38
GGAL,Financial Services,Banks—Regional,46.58,3.7,0.6,-2.97,21.56,,1688.68,2.35,423.28,4001.249,20.45,95,94
SNPX,Healthcare,Biotechnology,2.98,-1.88,0.41,0.29,28.38,15.07,1680.88,10.27,-11.91,,0.29,95,30
MNTX,Industrials,Farm & Heavy Construction Machinery,5.66,-0.57,0.16,0.19,2.5,40.76,1667.5,0.53,-2.55,14.764,10.7,95,60
PIXY,Industrials,Staffing & Employment Services,0.611,0.26,692.24,-0.94,24.78,15.4,1665.9,39.98,3.26,3.868,0.02,95,71
APEI,Consumer Defensive,Education & Training Services,13.71,-0.17,1.75,0.64,41.0,5.33,1644.84,0.19,-1.12,34.582,72.05,95,63
ES,Utilities,Utilities—Regulated Electric,63.39,-0.57,3.47,-4.79,22.75,,1643.67,-0.29,-10.81,32.351,,95,38
HBB,Consumer Cyclical,"Furnishings, Fixtures & Appliances",30.06,6.25,-5.12,-1.24,41.0,3.25,1635.55,2.47,-2.17,45.84,12.11,95,61
DJCO,Technology,Software - Application,474.48,0.52,0.22,0.9,33.61,0.63,1635.03,32.6,-8.98,52.002,14.31,95,43
SINT,Healthcare,Medical Devices,2.78,1.87,7.1,0.88,33.93,1.6,1622.72,-2903.36,40.35,16.442,,95,88
CIO,Real Estate,REIT - Office,5.65,-1.33,-0.09,-0.1,-1.33,-1.0,1594.8,-0.36,-14.22,4.381,,95,21
UHAL,Industrials,Rental & Leasing Services,76.28,0.35,0.53,-1.96,-0.34,43.06,1587.51,2.72,-9.51,28.733,27.45,95,41
